frequency_hz,subdivision,azimuth_deg,attenuation_db_per_mm,beta_rad_per_m,phase_velocity_fraction_c,complex_residual_rms
400,9,0,7.10707165171,9.77459341674e-06,0.857670465705,0.00143289369236
400,9,90,7.11076967529,9.77490821729e-06,0.85764284446,0.000682233754629
400,9,180,7.10815979301,9.77439207389e-06,0.857688132871,0.00105417674981
400,9,270,7.1098808631,9.77490491014e-06,0.857643134626,0.000791962026657
