frequency_hz,subdivision,azimuth_deg,attenuation_db_per_mm,beta_rad_per_m,phase_velocity_fraction_c,complex_residual_rms
400,7,0,7.29200905869,9.87330446914e-06,0.849095671465,0.0185753406975
400,7,90,7.35234143589,9.87785853883e-06,0.848704205962,0.013809902694
400,7,180,7.30034102728,9.86959285839e-06,0.849414986828,0.0152975884737
400,7,270,7.3604380101,9.87757277107e-06,0.848728759798,0.0121843686183
