frequency_hz,radial_spacing_km,attenuation_db_per_mm,phase_velocity_fraction_c,attenuation_error_db_per_mm,phase_velocity_error_fraction_c,beta_real_rad_per_m,beta_imag_rad_per_m,eigen_residual
386.555989583,0.625,7.09516446532,0.856425904425,0.00116801089424,6.0563390204e-06,9.45979613984e-06,-8.16860996509e-07,3.40460643379e-10
396.728515625,0.625,7.28232101661,0.85755248127,0.0011759616693,6.42605194012e-06,9.69598365931e-06,-8.38408190762e-07,3.67034283144e-10
406.901041667,0.625,7.47006047656,0.858651750874,0.0011825725218,6.79008029514e-06,9.93186727606e-06,-8.60022494854e-07,3.34436969327e-10
417.073567708,0.625,7.65840074322,0.859725139365,0.00118781008228,7.14861518181e-06,1.01674537668e-05,-8.81705969376e-07,2.84604937187e-10
427.24609375,0.625,7.84735904886,0.860773972589,0.00119164129385,7.50179336295e-06,1.04027494702e-05,-9.03460598264e-07,3.39351522366e-10
437.418619792,0.625,8.03695198923,0.861799485737,0.00119403402796,7.84976890988e-06,1.0637760314e-05,-9.25288292175e-07,2.3704101589e-10
447.591145833,0.625,8.22719555917,0.862802831067,0.00119495767331,8.19259401363e-06,1.08724918497e-05,-9.47190892584e-07,2.76304147828e-10
457.763671875,0.625,8.41810517922,0.86378508619,0.00119438304171,8.5303709102e-06,1.11069492663e-05,-9.69170174846e-07,2.92831151708e-10
467.936197917,0.625,8.60969571564,0.864747259189,0.00119228255628,8.86316601845e-06,1.13411374315e-05,-9.91227850503e-07,2.8285824043e-10
478.108723958,0.625,8.80198151171,0.86569029586,0.00118862952149,9.19102079522e-06,1.15750608948e-05,-1.01336557088e-06,2.6517067676e-10
488.28125,0.625,8.99497640344,0.866615084143,0.00118339963032,9.51396656823e-06,1.18087239173e-05,-1.03558492892e-06,1.94279665912e-10
498.453776042,0.625,9.18869373728,0.867522458958,0.00117656957504,9.83205635718e-06,1.20421304878e-05,-1.05788746118e-06,1.86679101172e-10
