grid,degree,mode_count,eigenvalue_relative_error_mean,eigenvalue_relative_error_max_abs,wavenumber_relative_error_mean,wavenumber_relative_error_max_abs,eigenfunction_residual_mean,eigenfunction_residual_max
native-l8,31,3,-0.00139391489325,0.00142096855963,-0.000697200674241,0.000710736853252,0.000662360034117,0.000789557105594
native-l8,32,3,-0.00148330433059,0.0015129884916,-0.0007419276142,0.000756780604241,0.000623221971823,0.000640316973709
native-l8,33,3,-0.00157778472808,0.00160788487721,-0.000789204012386,0.000804265860393,0.000666385418059,0.000737713928763
native-l8,34,3,-0.00167312768114,0.00170565668569,-0.00083691431833,0.000853192311404,0.000674877809559,0.00073083290127
native-l8,35,3,-0.00177196367359,0.00181888243207,-0.000886374975615,0.000909855134219,0.0007281455979,0.000859042237193
native-l8,36,3,-0.00187419725597,0.00190982240844,-0.000937538435024,0.000955367567813,0.000708816125802,0.000767144974006
native-l8,37,3,-0.00197895549141,0.0020162142171,-0.000989968111873,0.00100861576143,0.000771427789674,0.000921838308279
native-l8,38,3,-0.00208422231032,0.00212547723486,-0.00104265514641,0.00106330392505,0.000742406229481,0.00080137331704
native-l8,39,3,-0.00219014454495,0.00223761037916,-0.0010956730867,0.00111943175331,0.000789782234439,0.000909843171192
native-l8,40,3,-0.00230454662904,0.00235319999145,-0.00115293852708,0.00117729300514,0.00077841263912,0.000848016041333
native-l8,41,3,-0.00242183973036,0.00247048264753,-0.00121165451146,0.00123600517817,0.000830481255119,0.00096385255057
native-l8,42,3,-0.0025426905968,0.00259121953427,-0.00127215507792,0.00129645015864,0.000792235616834,0.000814686772693
native-l8,43,3,-0.0026649333334,0.00271482207136,-0.00133335620996,0.00135833357073,0.000870791784364,0.0010156699203
native-l8,44,3,-0.00278716908017,0.0028412890995,-0.00139455766991,0.00142165510136,0.000857070670074,0.000939564709247
native-l8,45,3,-0.0029123844856,0.00298490813685,-0.00145725490607,0.00149356944326,0.000920916620975,0.00109729089141
native-l8,46,3,-0.00303804422306,0.00310281190401,-0.00152017863494,0.00155261125285,0.00089611717991,0.000986050317949
native-l8,47,3,-0.00317160115579,0.00323786527266,-0.00158706106049,0.00162024523364,0.000948458661147,0.00110736213986
native-l8,48,3,-0.00330797038934,0.00337577831593,-0.00165535645041,0.00168931605233,0.00089965580065,0.00092498330425
native-l8,49,3,-0.00344903457248,0.00351654978259,-0.0017260079815,0.00175982338046,0.000985672995899,0.00114680651387
native-l8,50,3,-0.00359097643382,0.00366733984342,-0.00179710421448,0.0018353541842,0.000974737610309,0.00108213334741
native-l8,51,3,-0.00372782684609,0.00380666288237,-0.00186565531746,0.00190514623227,0.00105104063069,0.00126967600916
native-l8,52,3,-0.00387339776211,0.00395600191327,-0.00193857963899,0.00197996107957,0.00102481406796,0.00115398999671
native-l8,53,3,-0.00402189935408,0.00410819416248,-0.00201297758556,0.00205621108325,0.00108220172606,0.00128888595431
native-l8,54,3,-0.00417802900331,0.00426323827712,-0.00209120288911,0.0021338958944,0.00101061243532,0.00103658960814
native-l8,55,3,-0.00433481329097,0.0044373366552,-0.00216976247284,0.00222113504805,0.00109404999501,0.00125024960868
native-l8,56,3,-0.00449015792706,0.00458187658496,-0.00224760694448,0.00229356852076,0.00108271382314,0.00117704920583
native-l8,57,3,-0.004652263006,0.0047454679655,-0.0023288454454,0.00237555561499,0.00117935192299,0.00142864571117
native-l8,58,3,-0.00481226412213,0.00491190558569,-0.00240903628295,0.00245897607452,0.00115065646921,0.00130397670184
native-l8,59,3,-0.00497836694353,0.00508118798447,-0.00249229188732,0.00254382952656,0.0012157613395,0.00146044289874
native-l8,60,3,-0.00514533506889,0.00525590642802,-0.00257598832269,0.00263141538748,0.00114977068978,0.00122701982848
native-l8,61,3,-0.00531854426312,0.005428281162,-0.00266282046445,0.00271783389153,0.00122734658155,0.00141670076387
native-l8,62,3,-0.00549834841278,0.00560608890675,-0.00275296653666,0.00280698403306,0.00120668585711,0.00131506724252
native-l8,63,3,-0.00567196842664,0.00578673536174,-0.00284002038266,0.00289756562415,0.00130349368059,0.0015655698028
native-l8,64,3,-0.00585242386346,0.00597021895317,-0.00293050936343,0.00298957826569,0.00127510572397,0.00144021448941
native-l8,65,3,-0.00603122957974,0.00617220401963,-0.00302017950167,0.00309087877562,0.0013646331758,0.00166923409208
native-l8,66,3,-0.00621591132098,0.00634569113516,-0.00311280467372,0.00317789507614,0.0012955142218,0.0014202415944
native-l8,67,3,-0.00640479636544,0.00653767646292,-0.0032075468034,0.00327419841911,0.00137334624834,0.0016127287765
native-l8,68,3,-0.0065928390102,0.00673249240129,-0.00330187560413,0.00337193116052,0.00132867490665,0.00143743141956
native-l8,69,3,-0.00679109768497,0.00693013726067,-0.00340133825917,0.0034710928732,0.00143439005978,0.00171301814329
native-l8,70,3,-0.0069882749268,0.00713950594882,-0.00350026850991,0.00357614738949,0.00139927890408,0.00156834941906
native-l8,71,3,-0.00718955851073,0.00733390686695,-0.00360126907128,0.00367370147474,0.00149862634889,0.00182177948083
native-l8,72,3,-0.00738663899046,0.0075400281173,-0.00370017105351,0.00377714748019,0.00145125518649,0.00163727529542
native-l8,73,3,-0.00758799091848,0.00774897129543,-0.00380122664894,0.00388202069004,0.00152858462521,0.00182659370411
native-l8,74,3,-0.00780010936795,0.00796073459403,-0.00390769622918,0.00398832064781,0.00148337209524,0.00164800607059
native-l8,75,3,-0.00801086224175,0.00819286227665,-0.00401349202113,0.00410485605996,0.00157338149402,0.00187535447947
native-l8,76,3,-0.00822654061936,0.00839271420469,-0.00412177177104,0.00420519895146,0.00152171657011,0.00167629535354
native-l8,77,3,-0.00843910937751,0.00861292678339,-0.00422850242186,0.00431577635447,0.0016447836134,0.00200170059569
native-l8,78,3,-0.00865863985227,0.00883595201576,-0.00433874018718,0.00442777861963,0.00160244912925,0.00183061754169
native-l8,79,3,-0.00887729451502,0.00906178797554,-0.0044485506438,0.00454120526038,0.00170250273895,0.00208641419749
native-l8,80,3,-0.00909597368323,0.00929084348167,-0.0045583858217,0.00465626212934,0.00163677807429,0.00184651611364
native-l8,81,3,-0.00932586440963,0.0095218842531,-0.00467386440446,0.00477232969189,0.00172738729415,0.00207148245017
native-l8,82,3,-0.00955701210206,0.00975614059901,-0.00478998805148,0.00489002647899,0.00166585509721,0.00184166298611
native-l8,83,3,-0.00979500738698,0.00999319972857,-0.00490956552652,0.00500914563428,0.00177951047426,0.00213711840595
native-l8,84,3,-0.0100285561347,0.0102330595961,-0.00502692360807,0.00512968664057,0.00175203818731,0.00200890222294
native-l8,85,3,-0.0102609909485,0.0104947115814,-0.00514373616059,0.00526119588176,0.00185702229904,0.00227850239219
native-l8,86,3,-0.010502887573,0.0107211732426,-0.00526531760855,0.00537503210637,0.00181005709501,0.0020904914696
native-l8,87,3,-0.0107447574537,0.0109694228105,-0.00538690083138,0.00549983550053,0.00189573084467,0.00230084311128
native-l8,88,3,-0.0109947594578,0.0112204646944,-0.00551258691195,0.00562605861496,0.00180992075868,0.00199645172961
native-l8,89,3,-0.0112454299573,0.0114742967289,-0.00563862526851,0.00575370090146,0.00193065179223,0.00231139151148
native-l8,90,3,-0.011496798933,0.0117408293135,-0.00576503112724,0.00588774744174,0.00189460969625,0.00215725761655
native-l8,91,3,-0.0117510723738,0.0119903224689,-0.00589291388248,0.00601324076672,0.00203109835366,0.00251734535547
native-l8,92,3,-0.0120019628703,0.0122525117244,-0.00601911217315,0.00614513721793,0.00197513860107,0.00230133231649
native-l8,93,3,-0.0122590367999,0.0125174822305,-0.00614843694189,0.00627845058611,0.00207339587358,0.00254767563856
native-l8,94,3,-0.012520067803,0.0127852317023,-0.00627976945212,0.00641318029187,0.00199536663774,0.00226486414083
native-l8,95,3,-0.0127900396397,0.0130766248236,-0.00641561781033,0.00655982808402,0.00209734821637,0.00252245346462
native-l8,96,3,-0.013062431838,0.0133290582854,-0.00655270288171,0.00668688636736,0.0020567177093,0.00235058166822
native-l8,97,3,-0.013329916125,0.0136051307083,-0.00668733749279,0.00682586154708,0.00218128592961,0.00267467337037
native-l8,98,3,-0.013601797069,0.0138839727201,-0.00682420358919,0.00696625068435,0.00214185587445,0.00250647282781
native-l8,99,3,-0.0138783571333,0.0141655819172,-0.00696344425634,0.00710805316852,0.00225689525275,0.00280138268599
native-l8,100,3,-0.0141567346306,0.0144544531203,-0.00710361982438,0.0072535334338,0.00217398025638,0.00250359171534
mesquite-l6,1,3,-3.95586838829e-05,3.95586864399e-05,-1.97795375565e-05,1.9779538835e-05,1.66282985259e-05,1.66283162888e-05
mesquite-l6,2,3,-0.000128464282527,0.000128464299153,-6.423420428e-05,6.42342125934e-05,0.000479835291542,0.000479835357384
mesquite-l6,3,3,-0.000270407494699,0.000290469650386,-0.000135212913778,0.000145245373302,0.000567851691984,0.000639000832934
mesquite-l6,4,3,-0.000440664437269,0.000445009162352,-0.000220356498308,0.00022252934083,0.000481140703712,0.000605994970292
mesquite-l6,5,3,-0.000664542868849,0.000676663136027,-0.000332326671339,0.000338388821511,0.000569246387203,0.000700563372821
mesquite-l6,6,3,-0.000937771033711,0.000945776815207,-0.000468995499254,0.000473000272232,0.000633536188087,0.0006338114325
mesquite-l6,7,3,-0.00124400870713,0.00125110525579,-0.000622197931303,0.000625748408429,0.000497484139374,0.00061964702576
mesquite-l6,8,3,-0.00160551230884,0.00161496412331,-0.000803078644445,0.000807808338809,0.000571909235582,0.000597219156586
mesquite-l6,9,3,-0.00201211701322,0.00202534190396,-0.00100656513711,0.00101318422312,0.000592760754613,0.000636818415307
mesquite-l6,10,3,-0.00245472224371,0.00248747831796,-0.00122811544728,0.00124451356599,0.000471789862923,0.000576250347519
mesquite-l6,11,3,-0.00295328069664,0.00298551102998,-0.00147773245539,0.00149387134078,0.000551342563172,0.000622591815819
mesquite-l6,12,3,-0.00349312727796,0.00353518245891,-0.00174809199549,0.00176915618626,0.000550146892697,0.000669742719868
mesquite-l6,13,3,-0.00407218195323,0.00413114157897,-0.00203816891546,0.0020677084987,0.000472226627155,0.000481213235041
mesquite-l6,14,3,-0.00470665213261,0.00477329745546,-0.0023561027921,0.00238950359144,0.00054989778819,0.000752729924818
mesquite-l6,15,3,-0.00537931283418,0.0054634468793,-0.00269328500931,0.00273546482355,0.000540604933175,0.000755977241961
mesquite-l6,16,3,-0.00609451752159,0.00619579551376,-0.00305191844379,0.00310271116517,0.000508968106269,0.000684062722916
mesquite-l6,17,3,-0.00686345604628,0.00697591882604,-0.00343763989079,0.00349406365342,0.000582104936919,0.000918641806537
mesquite-l6,18,3,-0.0076684511684,0.00780180244463,-0.00384160904392,0.00390853956307,0.000576753120553,0.000910029968904
mesquite-l6,19,3,-0.00851916199101,0.00867332252266,-0.00426869787824,0.00434610557818,0.000583190752983,0.000929511994524
mesquite-l6,20,3,-0.00942098765815,0.00959100623976,-0.00472164804772,0.00480705701847,0.00065119217636,0.00112703843112
mesquite-l6,21,3,-0.0103578224717,0.0105527500174,-0.00519240134942,0.00529036901081,0.000657039350243,0.00113211627756
mesquite-l6,22,3,-0.0113430501132,0.0115603832294,-0.00568771203328,0.0057969941855,0.000690026965237,0.00121341109483
mesquite-l6,23,3,-0.012376134705,0.0126131044615,-0.00620734714468,0.00632656494275,0.000753688133624,0.00138222412255
mesquite-l6,24,3,-0.0134442644655,0.0137107633177,-0.00674489704578,0.00687904227012,0.000773339836083,0.0014151691603
mesquite-l6,25,3,-0.0145626779371,0.0148534255098,-0.00730806428034,0.00745449752156,0.000822913570447,0.00153464495859
mesquite-l6,26,3,-0.0157254046952,0.0160402652507,-0.00789388422796,0.00805255444189,0.000884049818134,0.00168603893622
mesquite-l6,27,3,-0.0169241711086,0.0172717802965,-0.00849822620124,0.00867350499267,0.000917321410758,0.00175154415367
mesquite-l6,28,3,-0.0181741208412,0.0185475768121,-0.00912876308433,0.00931719345298,0.000976698700887,0.00189341579723
mesquite-l6,29,3,-0.0194649193775,0.0198674768813,-0.00978032840953,0.00998357431874,0.00103769586752,0.00203849160264
mesquite-l6,30,3,-0.0207934811295,0.0212313702853,-0.0104514054298,0.0106726377408,0.00108307142249,0.00213529150223
mesquite-l6,31,3,-0.0221730425239,0.022638847884,-0.011148723743,0.0113842242226,0.00114830365947,0.0022904367658
mesquite-l6,32,3,-0.0235904009099,0.0240899348087,-0.0118656612883,0.0121183951549,0.00121150074964,0.00243842087946
mesquite-l6,33,3,-0.0250476712839,0.025584357263,-0.0126033314615,0.0128750622454,0.0012669526479,0.00256223978819
mesquite-l6,34,3,-0.0265547035472,0.0271219091088,-0.0133667696395,0.0136541727714,0.00133615590505,0.00272648844432
mesquite-l6,35,3,-0.0280971578848,0.0287024024562,-0.0141487669364,0.0144556846373,0.00140335753698,0.00288399448377
mesquite-l6,36,3,-0.0296817578577,0.0303255482416,-0.0149527784716,0.0152795057691,0.00146681293112,0.00302959346998
mesquite-l6,37,3,-0.0313139702627,0.0319911951214,-0.0157816334318,0.016125615295,0.00153945583879,0.00320214683467
mesquite-l6,38,3,-0.032980073976,0.0336990906062,-0.0166284228152,0.0169939423413,0.00161173668204,0.00337305451568
mesquite-l6,39,3,-0.0346903059389,0.0354490005628,-0.0174983989701,0.0178844266395,0.00168138435153,0.00353554475735
mesquite-l6,40,3,-0.0364453229965,0.0372406929922,-0.0183919576152,0.0187970102941,0.00175772100194,0.00371761966234
mesquite-l6,41,3,-0.0382336003601,0.0390738997417,-0.0193032921879,0.0197316182503,0.00183542898783,0.00390335695375
mesquite-l6,42,3,-0.0400674446636,0.0409483932319,-0.0202387273984,0.0206881973712,0.00190990183549,0.00407896447421
mesquite-l6,43,3,-0.0419428624349,0.0428639097892,-0.0211962939159,0.0216666773483,0.00199053982317,0.00427266710742
mesquite-l6,44,3,-0.0438517526343,0.0448201880655,-0.022171918396,0.0226669902564,0.00207342729299,0.00447273962324
mesquite-l6,45,3,-0.0458068862965,0.0468169638254,-0.0231721854026,0.0236890678812,0.00215188067027,0.00465915116363
mesquite-l6,46,3,-0.0478003137281,0.0488539578338,-0.0241931012512,0.0247328354927,0.00223745735227,0.00486659225334
mesquite-l6,47,3,-0.0498281127082,0.0509309002426,-0.0252327212589,0.0257982243101,0.00232487586173,0.00507923562509
mesquite-l6,48,3,-0.0519019471195,0.0530475063165,-0.0262970878009,0.0268851590467,0.00240697696728,0.0052756197478
mesquite-l6,49,3,-0.0540110285899,0.0552034886019,-0.0273807423719,0.0279935641169,0.00249793624959,0.00549828674304
mesquite-l6,50,3,-0.0561558358748,0.057398555412,-0.0284839957337,0.0291233628375,0.00258904962592,0.00572113909808
mesquite-l6,51,3,-0.0583455683049,0.059632406968,-0.0296116483512,0.0302744754148,0.0026748947187,0.00592792388279
mesquite-l6,52,3,-0.0605679861088,0.0619047431274,-0.0307574795219,0.0314468228989,0.00277135840896,0.00616631550805
mesquite-l6,53,3,-0.0628276628723,0.0642152558198,-0.0319239127838,0.0326403232612,0.00286534046764,0.00639702668423
mesquite-l6,54,3,-0.0651303353517,0.0665636329128,-0.03311398461,0.0338548933586,0.00295532214891,0.00661551426178
mesquite-l6,55,3,-0.0674637934074,0.0689495577224,-0.0343214696724,0.0350904486546,0.00305704769851,0.00686902380084
mesquite-l6,56,3,-0.0698359363859,0.0713727079838,-0.0355505222302,0.0363469026583,0.00315324072112,0.00710573870914
mesquite-l6,57,3,-0.0722484950855,0.0738327581033,-0.0368021213722,0.0376241680629,0.00324788990137,0.00733763743448
mesquite-l6,58,3,-0.074690687303,0.0763293770521,-0.0380707599061,0.0389221556253,0.00335430125125,0.00760465022923
mesquite-l6,59,3,-0.0771726210973,0.0788622294864,-0.0393617571848,0.0402407747181,0.00345232056244,0.00784632652606
mesquite-l6,60,3,-0.0796919697963,0.0814309756882,-0.0406739924581,0.0415799332694,0.00355214780233,0.0080932781408
mesquite-l6,61,3,-0.0822405381469,0.0840352712967,-0.04200328356,0.0429395375927,0.00366242121693,0.00837143159296
mesquite-l6,62,3,-0.0848293261189,0.086674768021,-0.0433554395263,0.0443194927283,0.00376219976724,0.00861797542452
mesquite-l6,63,3,-0.0874523684141,0.0893491130814,-0.0447274407685,0.0457197021217,0.00386755784756,0.0088811443625
mesquite-l6,64,3,-0.0901048567302,0.0920579495583,-0.0461168576017,0.047140067774,0.00398074155648,0.00916768813815
mesquite-l6,65,3,-0.0927973285926,0.0948009164899,-0.0475292858329,0.048580490262,0.00408251641466,0.00941991464531
mesquite-l6,66,3,-0.0955209952366,0.0975776487518,-0.0489602168433,0.0500408686432,0.00419350083337,0.00969969035002
mesquite-l6,67,3,-0.0982748047629,0.100387777392,-0.0504091815371,0.0515211005993,0.00430864647968,0.00999188138948
mesquite-l6,68,3,-0.101067597186,0.103230929513,-0.0518809131534,0.0530210823428,0.00441289604549,0.0102513268815
mesquite-l6,69,3,-0.103888856941,0.106106728333,-0.0533699762683,0.0545407086145,0.00452929335393,0.0105471692457
mesquite-l6,70,3,-0.106741209152,0.109014793441,-0.0548778380165,0.0560798727862,0.00464557889951,0.010842640826
mesquite-l6,71,3,-0.109630814437,0.111954740639,-0.0564078440878,0.0576384667439,0.00475292483828,0.0111112688616
mesquite-l6,72,3,-0.112546668775,0.114926182195,-0.0579542763704,0.0592163809861,0.0048742113358,0.0114217045324
mesquite-l6,73,3,-0.115494579813,0.117928726864,-0.0595202950596,0.0608135046031,0.00499103874669,0.0117187594981
mesquite-l6,74,3,-0.118477397212,0.120961979854,-0.0611075107947,0.0624297252228,0.00510212975011,0.0119986123047
mesquite-l6,75,3,-0.121484861138,0.124025543174,-0.0627105728217,0.0640649291611,0.00522751622874,0.0123213690223
mesquite-l6,76,3,-0.124525130494,0.127119015343,-0.0643339096937,0.0657190012331,0.00534457234545,0.0126191624745
mesquite-l6,77,3,-0.127597514735,0.130241991862,-0.0659772576304,0.0673918249674,0.00545996754186,0.0129120112347
mesquite-l6,78,3,-0.130693587294,0.133394064905,-0.0676362165407,0.0690832824066,0.00558848008395,0.0132442602621
mesquite-l6,79,3,-0.133822801721,0.136574823648,-0.0693159325957,0.0707932542472,0.00570575505241,0.0135428548728
mesquite-l6,80,3,-0.136981104125,0.139783854412,-0.0710143423583,0.0725216198809,0.00582582331925,0.013849897669
mesquite-l6,81,3,-0.140162733261,0.143020740448,-0.072728451458,0.0742682572407,0.00595640648005,0.0141885633356
mesquite-l6,82,3,-0.143377285024,0.146285062247,-0.0744635133447,0.076033042932,0.00607417006487,0.0144888582722
mesquite-l6,83,3,-0.146617883686,0.1495763976,-0.0762159360269,0.0778158522289,0.00619901794179,0.0148105038029
mesquite-l6,84,3,-0.149881930263,0.152894321574,-0.0779844133972,0.0796165590223,0.00633064502979,0.0151525943147
mesquite-l6,85,3,-0.153178047363,0.156238406695,-0.0797737057648,0.0814350358823,0.00644938655753,0.0154561450327
mesquite-l6,86,3,-0.15649736444,0.159608223,-0.0815791217458,0.0832711540484,0.00657882267509,0.015791905855
mesquite-l6,87,3,-0.159840570052,0.16300333805,-0.0834011302712,0.0851247833994,0.00671059826539,0.0161348207858
mesquite-l6,88,3,-0.163214354894,0.166423317167,-0.085243472908,0.0869957925438,0.00683094012851,0.016443579488
mesquite-l6,89,3,-0.166608860578,0.169867723361,-0.0871008926878,0.088884048741,0.00696447861212,0.0167920821729
mesquite-l6,90,3,-0.170027823095,0.1733361175,-0.0889755236659,0.0907894179566,0.00709572075612,0.0171338590342
mesquite-l6,91,3,-0.173475295431,0.17682805837,-0.0908696913538,0.0927117648566,0.00721831802651,0.0174498734479
mesquite-l6,92,3,-0.176941499681,0.180343102711,-0.0927781497687,0.0946509527872,0.007355218159,0.017808977503
mesquite-l6,93,3,-0.180432659179,0.183880805404,-0.0947044116289,0.0966068438405,0.00748551124578,0.01814845026
mesquite-l6,94,3,-0.183949799008,0.187440719523,-0.0966491544933,0.0985792988417,0.00761095081628,0.0184735609933
mesquite-l6,95,3,-0.187484233403,0.191022396324,-0.0986076993621,0.100568177305,0.00775028583981,0.0188405651972
mesquite-l6,96,3,-0.191043869979,0.194625385452,-0.100584512491,0.10257333751,0.00787949944645,0.0191774207484
mesquite-l6,97,3,-0.194626656409,0.198249234921,-0.102578574704,0.104594636447,0.00800821116214,0.0195129946099
mesquite-l6,98,3,-0.198225849344,0.20189349134,-0.104586251471,0.106631929908,0.00814895605341,0.0198849002645
mesquite-l6,99,3,-0.201850092815,0.205557699852,-0.106612449352,0.108685072408,0.00827722959452,0.0202196323151
mesquite-l6,100,3,-0.20549453567,0.209241404289,-0.108654584388,0.110753917236,0.00840941939688,0.0205663616724
mesquite-l7,1,3,-9.88980528001e-06,9.88980558425e-06,-4.9449148661e-06,4.94491501823e-06,4.30727086563e-06,4.31529674055e-06
mesquite-l7,2,3,-3.21174349959e-05,3.21174377343e-05,-1.60588464412e-05,1.60588478104e-05,0.000226876036199,0.000227505615765
mesquite-l7,3,3,-6.75988997845e-05,7.25942033587e-05,-3.38000226727e-05,3.6297760443e-05,0.000268609469008,0.000302144389655
mesquite-l7,4,3,-0.000110180395473,0.000111259303081,-5.50917153576e-05,5.56311989558e-05,0.00022393538326,0.000286868984826
mesquite-l7,5,3,-0.000166152684877,0.000169117045884,-8.30797945361e-05,8.45620983161e-05,0.00026792339835,0.000335569222653
mesquite-l7,6,3,-0.000234517012089,0.000236520758794,-0.000117265381881,0.000118267372983,0.000297741189761,0.000298641390098
mesquite-l7,7,3,-0.000311129274969,0.000312905881477,-0.000155576740335,0.000156465181415,0.000222360401234,0.000290845198535
mesquite-l7,8,3,-0.000401598912082,0.000403956382106,-0.000200819621691,0.000201998592769,0.00026473128841,0.000278600180039
mesquite-l7,9,3,-0.000503381724586,0.000506675069894,-0.000251722547126,0.000253369633033,0.000271811303817,0.000287148730578
mesquite-l7,10,3,-0.000614190940077,0.000622392749986,-0.000307142650309,0.000311244811659,0.000193931090608,0.00027390423576
mesquite-l7,11,3,-0.000739073031026,0.000747123982874,-0.000369604835597,0.000373631791795,0.000245186775786,0.000269431028897
mesquite-l7,12,3,-0.00087433397591,0.000884848709195,-0.000437262614916,0.000442522267576,0.000237651355407,0.00027737317603
mesquite-l7,13,3,-0.00101946426326,0.00103423274399,-0.000509862165926,0.000517250145852,0.000176783793153,0.000203291715573
mesquite-l7,14,3,-0.00117858085705,0.00119526863869,-0.000589464232267,0.000597813009542,0.000227716971782,0.000303647406837
mesquite-l7,15,3,-0.00134732650756,0.00136843693445,-0.000673890424405,0.000684452704975,0.000208957902142,0.000273052492071
mesquite-l7,16,3,-0.00152683413643,0.00155226212358,-0.000763708855712,0.000776432485494,0.000172086372251,0.000183386976335
mesquite-l7,17,3,-0.00171995916983,0.00174820153981,-0.000860349885627,0.00087448313028,0.000217976907901,0.000340254260562
mesquite-l7,18,3,-0.00192221381815,0.00195575676938,-0.000961569498842,0.000978356975874,0.000193335603152,0.000282634999109
mesquite-l7,19,3,-0.00213609924043,0.00217491808016,-0.00106862097313,0.00108805096753,0.000179784753812,0.000255369413257
mesquite-l7,20,3,-0.00236299876147,0.00240584872867,-0.00118219863394,0.00120364874949,0.000218263560098,0.000381518899707
mesquite-l7,21,3,-0.00259881394874,0.00264801919276,-0.00130025291004,0.00132488725951,0.000193075332429,0.000313456642322
mesquite-l7,22,3,-0.00284701989275,0.00290193873512,-0.00142452533875,0.00145202355376,0.000198837050724,0.000335811473203
mesquite-l7,23,3,-0.00310747489177,0.00316742381548,-0.00155494727765,0.00158496796947,0.000229496046828,0.000430410032273
mesquite-l7,24,3,-0.00337692136203,0.00344446386519,-0.00168988968892,0.00172371753366,0.000208589430423,0.000368092261308
mesquite-l7,25,3,-0.00365933183761,0.0037331082098,-0.00183134419304,0.00186829937618,0.00022754092647,0.000423392499997
mesquite-l7,26,3,-0.00395315363597,0.00403316551529,-0.00197853572656,0.00201862017134,0.000250798781965,0.000489857682657
mesquite-l7,27,3,-0.00425630515207,0.00434480484109,-0.00213042389535,0.00217476722679,0.000237294562189,0.000444571230391
mesquite-l7,28,3,-0.00457274947405,0.00466795454736,-0.00228899676642,0.00233670737436,0.000263743388456,0.000517883789146
mesquite-l7,29,3,-0.00489978961639,0.00500260281493,-0.00245290583723,0.00250443751109,0.00028087751524,0.000562188867233
mesquite-l7,30,3,-0.0052367043931,0.00534875810346,-0.00262179224804,0.00267796479946,0.000275910933225,0.000539298944248
mesquite-l7,31,3,-0.00558696682122,0.00570634623713,-0.00279739971586,0.00285725507184,0.000305596577809,0.000619615549894
mesquite-l7,32,3,-0.00594712130474,0.00607541619309,-0.00297799903073,0.00304233600072,0.000318462216496,0.000648843028183
mesquite-l7,33,3,-0.00631782443939,0.00645593429297,-0.00316392222017,0.00323319391794,0.000321828909003,0.000649042655404
mesquite-l7,34,3,-0.00670165836647,0.00684788709246,-0.00335646750166,0.00342982539736,0.000352008010421,0.000729228753317
mesquite-l7,35,3,-0.0070948659003,0.00725126776965,-0.00355375369085,0.00363223043379,0.000362638633167,0.000750383633152
mesquite-l7,36,3,-0.00749933515788,0.00766604124536,-0.00375673109283,0.00384039493932,0.000373349441973,0.000771445675188
mesquite-l7,37,3,-0.00791647995498,0.00809221392615,-0.00396611278433,0.00405432574168,0.000402492359255,0.000847512790361
mesquite-l7,38,3,-0.00834271446157,0.00852976395195,-0.00418010267962,0.00427401558057,0.0004127593416,0.000866694727067
mesquite-l7,39,3,-0.00878087106472,0.00897867606461,-0.00440012595394,0.00449946060517,0.000429457979819,0.000904941512947
mesquite-l7,40,3,-0.00923106935997,0.00943893697974,-0.00462624666056,0.00473065805267,0.000456922680743,0.00097527834106
mesquite-l7,41,3,-0.00969032761021,0.00991052365861,-0.0048569711282,0.00496760035595,0.000468321345256,0.00099722667395
mesquite-l7,42,3,-0.010162032991,0.0103934267492,-0.00509400445782,0.00521028691948,0.000489575742292,0.00104856625729
mesquite-l7,43,3,-0.0106450461745,0.0108876271461,-0.00533677855777,0.00545871234327,0.000515335277634,0.00111325709422
mesquite-l7,44,3,-0.0111373320527,0.0113931077089,-0.00558427462525,0.00571287230946,0.000528900076923,0.00114120925625
mesquite-l7,45,3,-0.0116423907783,0.0119098516955,-0.00583825609822,0.00597276279546,0.000553392713007,0.00120179849928
mesquite-l7,46,3,-0.012158010827,0.0124378388596,-0.00609761568611,0.00623837811054,0.000577812884296,0.00126203063926
mesquite-l7,47,3,-0.0126833181366,0.0129770532644,-0.00636191791199,0.00650971482574,0.000594126039769,0.00129780770704
mesquite-l7,48,3,-0.0132214864786,0.0135274754612,-0.00663276373393,0.00678676783946,0.000620765698212,0.00136443511297
mesquite-l7,49,3,-0.013769542713,0.0140890864094,-0.00690866204135,0.00706953234853,0.000644423077407,0.00142199070775
mesquite-l7,50,3,-0.0143278385985,0.0146618669438,-0.00718979416366,0.00735800358025,0.000663680969202,0.00146622654059
mesquite-l7,51,3,-0.0148988375586,0.0152457964755,-0.00747740511784,0.00765217613755,0.000691654359786,0.00153649082472
mesquite-l7,52,3,-0.0154791976111,0.0158408556081,-0.00776981704111,0.00795204531641,0.000715190918871,0.0015933294896
mesquite-l7,53,3,-0.0160704085648,0.0164470235182,-0.00806778489088,0.00825760578577,0.000737300011697,0.00164577328128
mesquite-l7,54,3,-0.0166739396578,0.0170642792671,-0.00837205420419,0.00856885224795,0.000766077752436,0.00171811297528
mesquite-l7,55,3,-0.0172865046706,0.0176926016234,-0.00868097393478,0.00888577934901,0.000790092283311,0.00177605525499
mesquite-l7,56,3,-0.0179105067483,0.0183319686387,-0.00899576043473,0.00920838146392,0.000814773640254,0.00183589234121
mesquite-l7,57,3,-0.0185462685608,0.0189823584971,-0.00931658206234,0.00953665312494,0.000844082602793,0.00190950856792
mesquite-l7,58,3,-0.0191909633419,0.019643748678,-0.00964201817262,0.00987058859863,0.000869059321387,0.00197002628469
