grid,degree,tm_eigenvalue_error,te_eigenvalue_error,tm_wavenumber_error,te_wavenumber_error,tm_residual,te_residual,polarization_splitting
mesquite-l7,14,-0.00119523254505,-0.000358376423573,-0.000597794951925,-0.000179204268871,0.0032168635129,0.273203346313,0.000836856121473
mesquite-l7,15,-0.00136840058601,-0.000411868646987,-0.000684434518308,-0.000205955532334,0.00304181942278,0.267209620275,0.000956531939019
mesquite-l7,16,-0.00155223435583,-0.000472058899579,-0.000776418590832,-0.000236057311316,0.00237846575422,0.2589254864,0.00108017545626
mesquite-l7,17,-0.00174817692813,-0.000534887372773,-0.000874470813669,-0.000267479459017,0.00204687567872,0.252655236894,0.00121328955536
mesquite-l7,18,-0.00195573462141,-0.000601705571788,-0.000978345891044,-0.000300898055714,0.00177123713074,0.24687023553,0.00135402904962
mesquite-l7,19,-0.00217489785609,-0.000672510790957,-0.00108804084448,-0.000336311948342,0.00153493570405,0.241515613026,0.00150238706513
mesquite-l7,20,-0.00240582851882,-0.000746838027898,-0.00120363863239,-0.000373488760876,0.00144700357884,0.236859011121,0.00165899049092
mesquite-l7,21,-0.00264800147749,-0.000826080843419,-0.00132487839012,-0.000413125758155,0.00115581709611,0.231905178603,0.00182192063407
mesquite-l7,22,-0.00290192170697,-0.000908843614311,-0.0014520150273,-0.00045452510369,0.00100318836968,0.227571767322,0.00199307809265
mesquite-l7,23,-0.00316740711189,-0.000995590803489,-0.00158495960442,-0.000497919363591,0.000875888585568,0.223509264167,0.0021718163084
mesquite-l7,24,-0.00344444720183,-0.00108632131205,-0.0017237091876,-0.000543308247949,0.000765774372783,0.219691093826,0.00235812588978
mesquite-l7,25,-0.00373309096955,-0.00118087745973,-0.00186829073992,-0.000590613141807,0.000718826666365,0.216167335871,0.00255221350982
mesquite-l7,26,-0.00403314820992,-0.0012797308279,-0.00201861150116,-0.000640070258917,0.000588498521116,0.212695690777,0.00275341738202
mesquite-l7,27,-0.00434478690464,-0.00138240854341,-0.00217475823902,-0.000691443318638,0.000517047057624,0.209479976125,0.00296237836123
mesquite-l7,28,-0.00466793578009,-0.00148906751471,-0.00233669796874,-0.000744811129165,0.000458102883198,0.206430277718,0.00317886826538
mesquite-l7,29,-0.00500258305157,-0.00159970690951,-0.0025044276046,-0.000800173593643,0.000407538341671,0.203532723871,0.00340287614207
mesquite-l7,30,-0.00534873712293,-0.00171427334616,-0.00267795428103,-0.000857504329918,0.000383630745858,0.200792786,0.00363446377677
mesquite-l7,31,-0.00570632403014,-0.00183292435174,-0.00285724393653,-0.00091688251264,0.000328700313861,0.19814562447,0.00387339967841
mesquite-l7,32,-0.00607539255934,-0.00195550077849,-0.00304232414778,-0.000978228855094,0.00029847118604,0.195635232137,0.00411989178084
mesquite-l7,33,-0.00645590909563,-0.00208205458047,-0.0032331812784,-0.00104156972398,0.000274994693474,0.193234812214,0.00437385451516
mesquite-l7,34,-0.00684786020881,-0.00221258476075,-0.00342981190927,-0.00110690499971,0.000256160349962,0.190936479753,0.00463527544807
mesquite-l7,35,-0.00725123907908,-0.00234707279375,-0.00363221603621,-0.00117422579999,0.000247720987251,0.188737562634,0.00490416628533
mesquite-l7,36,-0.00766601062887,-0.00248557030885,-0.00384037957207,-0.00124355837314,0.000230933369101,0.186618175192,0.00518044032002
mesquite-l7,37,-0.00809218126917,-0.00262802349904,-0.00405430934673,-0.00131487619923,0.000223288138016,0.184585910916,0.00546415777014
mesquite-l7,38,-0.00852972913511,-0.00277444878973,-0.00427399809742,-0.00138818792773,0.00021887515046,0.182630959699,0.00575528034538
mesquite-l7,39,-0.00897863897625,-0.00292484493582,-0.00449944197718,-0.00146349337434,0.000216615483363,0.180748483905,0.00605379404042
mesquite-l7,40,-0.00943889751277,-0.00307920486219,-0.00473063822539,-0.00154078944716,0.000217582987238,0.178935190854,0.00635969265058
mesquite-l7,41,-0.00991048167989,-0.00323754467353,-0.0049675792618,-0.00162008467394,0.000217315951933,0.17718360349,0.00667293700636
mesquite-l7,42,-0.0103933821522,-0.00339984555466,-0.00521026450419,-0.00170137010745,0.000219545303145,0.175493417897,0.00699353659752
mesquite-l7,43,-0.0108875798129,-0.00356611190023,-0.00545868854676,-0.00178464843513,0.000222860645425,0.17386006131,0.00732146791263
mesquite-l7,44,-0.0113930575199,-0.00373634222653,-0.00571284707078,-0.00186991941257,0.000226874304902,0.172280375165,0.00765671529337
mesquite-l7,45,-0.0119097985406,-0.00391053309645,-0.0059727360583,-0.00195718182858,0.000231698784966,0.170751731922,0.00799926544413
mesquite-l7,46,-0.0124377826025,-0.00408868868323,-0.00623834980538,-0.00204643829647,0.000236531378765,0.169270546586,0.00834909391923
mesquite-l7,47,-0.0129769937906,-0.00427080162438,-0.006509684894,-0.00213768566218,0.000241936156879,0.167835194341,0.0087061921662
mesquite-l7,48,-0.0135274126425,-0.0044568721852,-0.00678673621547,-0.00223092460489,0.000247671320885,0.166443051093,0.00907054045728
mesquite-l7,49,-0.0140890201198,-0.00464689865186,-0.00706949896771,-0.00232615482406,0.000253629533977,0.165091950942,0.0094421214679
mesquite-l7,50,-0.0146617970644,-0.00484087864468,-0.00735796838155,-0.00242337569722,0.000259805524746,0.163779951043,0.00982091841971
mesquite-l7,51,-0.0152457228631,-0.00503881227435,-0.00765213904756,-0.00252258786193,0.000266093033455,0.162504938212,0.0102069105888
mesquite-l7,52,-0.0158407781378,-0.00524069580745,-0.00795200627076,-0.00262379004082,0.000272534244329,0.161265380887,0.0106000823303
mesquite-l7,53,-0.0164469420525,-0.00544652800853,-0.00825756471376,-0.00272698222028,0.000279101462817,0.160059554496,0.011000414044
mesquite-l7,54,-0.0170641936692,-0.00565630695914,-0.00856880907911,-0.00283216405619,0.000285766124009,0.158885915231,0.01140788671
mesquite-l7,55,-0.0176925117601,-0.00587003049565,-0.00888573401455,-0.00293933509322,0.00029251846936,0.157743034502,0.0118224812645
mesquite-l7,56,-0.0183318743641,-0.00608769724275,-0.00920833388854,-0.00304849528312,0.000299355868036,0.156629492082,0.0122441771213
mesquite-l7,57,-0.0189822596685,-0.00630930455323,-0.00953660323489,-0.00315964395156,0.000306263229375,0.155544068422,0.0126729551153
mesquite-l7,58,-0.019643645153,-0.00653485054758,-0.00987053632013,-0.00327278082094,0.00031324160544,0.154485539081,0.0131087946054
mesquite-l7,59,-0.0203160079984,-0.00676433311243,-0.0102101273495,-0.00338790550808,0.000320282892266,0.153452769221,0.013551674886
mesquite-l7,60,-0.0209993250328,-0.00699775003803,-0.010555370439,-0.00350501759318,0.000327381927476,0.152444693422,0.0140015749948
mesquite-l7,61,-0.0216935726257,-0.00723509931632,-0.0109062595616,-0.00362411676934,0.000334543956043,0.151460285328,0.0144584733093
mesquite-l7,62,-0.0223987269232,-0.00747637852388,-0.0112627886659,-0.00374520253295,0.000341757903911,0.15049860512,0.0149223483993
mesquite-l7,63,-0.0231147635971,-0.00772158545768,-0.0116249515478,-0.00386827450265,0.00034902571614,0.149558743834,0.0153931781394
mesquite-l7,64,-0.0238416579767,-0.00797071781182,-0.0119927419177,-0.00399333225717,0.000356344649972,0.148639845833,0.0158709401649
mesquite-l7,65,-0.0245793850428,-0.00822377321233,-0.0123661533963,-0.00412037535269,0.000363712221986,0.147741101703,0.0163556118305
mesquite-l7,66,-0.0253279193706,-0.00848074933648,-0.0127451794854,-0.00424940338279,0.000371130987432,0.146861738472,0.0168471700341
mesquite-l7,67,-0.0260872352084,-0.00874164371164,-0.0131298136069,-0.00438041587745,0.000378595713998,0.146001030384,0.0173455914968
mesquite-l7,68,-0.0268573064391,-0.00900645387997,-0.0135200490832,-0.00451341238567,0.000386106956061,0.145158282985,0.0178508525592
mesquite-l7,69,-0.0276381065683,-0.0092751773486,-0.0139158791301,-0.00464839245049,0.000393663430952,0.144332837367,0.0183629292197
mesquite-l7,70,-0.0284296087388,-0.00954781158507,-0.0143172968641,-0.00478535560668,0.000401263785879,0.14352406718,0.0188817971537
mesquite-l7,71,-0.0292317857476,-0.00982435402243,-0.01472429531,-0.00492430138327,0.000408908633819,0.142731374771,0.0194074317252
mesquite-l7,72,-0.0300446100238,-0.0101048020424,-0.0151368673891,-0.00506522929508,0.000416595584543,0.141954193053,0.0199398079814
mesquite-l7,73,-0.0308680536524,-0.0103891529925,-0.0155550059309,-0.00520813885141,0.000424324408314,0.141191980089,0.0204789006598
mesquite-l7,74,-0.0317020883556,-0.0106774041875,-0.0159787036632,-0.00535302955648,0.000432094257058,0.140444219257,0.0210246841681
mesquite-l7,75,-0.0325466854937,-0.010969552911,-0.0164079532112,-0.00549990091051,0.000439904205262,0.139710417801,0.0215771325827
mesquite-l7,76,-0.0334018160864,-0.0112655964034,-0.0168427471083,-0.00564875240356,0.000447754041088,0.138990104683,0.022136219683
mesquite-l7,77,-0.0342674508074,-0.0115655318554,-0.0172830777927,-0.00579958351216,0.000455642496464,0.138282830454,0.022701918952
mesquite-l7,78,-0.0351435599621,-0.0118693564444,-0.0177289375952,-0.00595239371769,0.000463569046404,0.13758816512,0.0232742035177
mesquite-l7,79,-0.0360301135253,-0.012177067293,-0.0181803187577,-0.00610718248547,0.000471532984196,0.136905697367,0.0238530462322
mesquite-l7,80,-0.0369270811086,-0.0124886615022,-0.0186372134162,-0.0062639492814,0.000479533534219,0.136235033609,0.0244384196063
mesquite-l7,81,-0.0378344320011,-0.0128041361162,-0.0190996136208,-0.00642269355436,0.00048757022596,0.135575796957,0.0250302958848
mesquite-l7,82,-0.0387521351368,-0.0131234881513,-0.019567511318,-0.00658341475055,0.000495642172762,0.134927626356,0.0256286469854
mesquite-l7,83,-0.039680159094,-0.0134467146025,-0.0200408983504,-0.00674611231693,0.000503748784051,0.134290175731,0.0262334444916
mesquite-l7,84,-0.0406184721405,-0.013773812398,-0.0205197664784,-0.00691078567837,0.000511889386545,0.133663113168,0.0268446597425
mesquite-l7,85,-0.0415670421803,-0.0141047784542,-0.021004107353,-0.00707743426498,0.000520063305498,0.133046120292,0.0274622637261
mesquite-l7,86,-0.042525836791,-0.0144396096408,-0.0214939125335,-0.00724605749503,0.000528269953121,0.132438891371,0.0280862271502
mesquite-l7,87,-0.0434948232017,-0.0147783028031,-0.0219891734759,-0.00741665478566,0.000536508620801,0.1318411329,0.0287165203986
mesquite-l7,88,-0.0444739683425,-0.0151208547159,-0.0224898815575,-0.00758922553003,0.000544778706436,0.131252562915,0.0293531136266
mesquite-l7,89,-0.0454632387553,-0.0154672621722,-0.0229960280303,-0.00776376914172,0.000553079541637,0.130672910352,0.0299959765832
mesquite-l7,90,-0.046462600713,-0.0158175218684,-0.0235076040813,-0.00794028499711,0.000561410518848,0.130101914575,0.0306450788447
mesquite-l7,91,-0.0474720201088,-0.0161716305145,-0.0240246007756,-0.00811877249064,0.000569771009474,0.12953932494,0.0313003895943
mesquite-l7,92,-0.0484914625388,-0.0165295847543,-0.0245470090972,-0.00829923099473,0.000578160392194,0.128984900151,0.0319618777845
mesquite-l7,93,-0.0495208932779,-0.0168913811909,-0.0250748199364,-0.00848165987256,0.000586578038265,0.128438407881,0.032629512087
mesquite-l7,94,-0.0505602772361,-0.0172570164327,-0.0256080240663,-0.00866605850131,0.000595023344944,0.127899624512,0.0333032608034
mesquite-l7,95,-0.0516095790519,-0.0176264870005,-0.0261466121905,-0.00885242622527,0.000603495695891,0.127368334495,0.0339830920514
mesquite-l7,96,-0.0526687629939,-0.0179997894297,-0.026690574891,-0.0090407624073,0.000611994481416,0.126844330086,0.0346689735642
mesquite-l7,97,-0.0537377930724,-0.0183769201581,-0.0272399026853,-0.00923106637224,0.000620519097909,0.126327411082,0.0353608729143
mesquite-l7,98,-0.0548166329149,-0.0187578756548,-0.0277945859619,-0.00942333747197,0.000629068959939,0.12581738427,0.0360587572601
mesquite-l7,99,-0.0559052459064,-0.0191426522796,-0.0283546150505,-0.00961757501439,0.000637643472718,0.125314063303,0.0367625936268
mesquite-l7,100,-0.0570035950348,-0.0195312464409,-0.0289199801431,-0.00981377834313,0.000646242022387,0.124817268308,0.0374723485939
mesquite-l8,1,-2.47250153551e-06,-1.31298463102e-07,-1.23625153192e-06,-6.56492337159e-08,9.8066178398e-05,0.870290596167,2.34120307241e-06
mesquite-l8,2,-8.018198427e-06,-1.59332513461e-06,-4.00910724996e-06,-7.96662884661e-07,0.0235683971024,0.597631801097,6.42487329235e-06
mesquite-l8,3,-1.62617085472e-05,-3.9399026579e-06,-8.13088732921e-06,-1.96995326929e-06,0.0185141546878,0.487250872574,1.23218058892e-05
mesquite-l8,4,-2.73933669479e-05,-7.01552444582e-06,-1.36967772748e-05,-3.5077683751e-06,0.0162607220299,0.435314565009,2.03778425021e-05
mesquite-l8,5,-4.22633735795e-05,-8.31665025436e-06,-2.11319100686e-05,-4.1583337731e-06,0.0156936159919,0.455864459659,3.39467233251e-05
mesquite-l8,6,-5.8364887068e-05,-1.5727674834e-05,-2.91828693539e-05,-7.86386833729e-06,0.011674840376,0.378344431278,4.2637212234e-05
mesquite-l8,7,-7.82180430869e-05,-2.14917352056e-05,-3.91097863311e-05,-1.07459253402e-05,0.00984780001912,0.35831663179,5.67263078814e-05
mesquite-l8,8,-0.00010098877333,-2.82324632015e-05,-5.04956615708e-05,-1.41163312362e-05,0.00831231280287,0.341261160228,7.27563101282e-05
mesquite-l8,9,-0.000126679585798,-3.59651725788e-05,-6.33417989908e-05,-1.7982747979e-05,0.00700296818718,0.326400645749,9.07144132193e-05
mesquite-l8,10,-0.000155621671204,-4.36983548613e-05,-7.78138631008e-05,-2.18494161291e-05,0.00669756142669,0.322058725236,0.000111923316343
mesquite-l8,11,-0.000186824717193,-5.44136914231e-05,-9.34167219384e-05,-2.72072158278e-05,0.00505181819856,0.301816944915,0.00013241102577
mesquite-l8,12,-0.000221279128699,-6.51360576095e-05,-0.000110645685583,-3.25685591602e-05,0.00431774480431,0.291503201863,0.000156143071089
mesquite-l8,13,-0.000258654041681,-7.68572018223e-05,-0.000129335384662,-3.84293393182e-05,0.00369374317974,0.28224504934,0.000181796839859
mesquite-l8,14,-0.000298948583512,-8.95779696771e-05,-0.000149485464708,-4.478998791e-05,0.00315450129511,0.273880688103,0.000209370613835
mesquite-l8,15,-0.000342283374264,-0.000102943338489,-0.000171156334377,-5.14729939793e-05,0.00304041060584,0.268043375408,0.000239340035774
mesquite-l8,16,-0.000388292099256,-0.000118013970583,-0.000194164899632,-5.90087263063e-05,0.00233179287837,0.259376715953,0.000270278128674
mesquite-l8,17,-0.000437338897308,-0.000133729084559,-0.000218693362047,-6.68667778623e-05,0.00201616010182,0.253039669211,0.000303609812749
mesquite-l8,18,-0.00048930094523,-0.000150441944097,-0.000244680406866,-7.52238013584e-05,0.00174169214484,0.247209711395,0.000338859001134
mesquite-l8,19,-0.000544177170794,-0.000168152491909,-0.000272125611571,-8.40797806594e-05,0.00150125219694,0.241824015557,0.000376024678885
mesquite-l8,20,-0.000602009856275,-0.000186737700579,-0.000301050243762,-9.33732095678e-05,0.00145177740787,0.237225500546,0.000415272155696
mesquite-l8,21,-0.000662667916311,-0.000206565825406,-0.000331388867446,-0.000103288246934,0.00112797313779,0.232185904086,0.000456102090906
mesquite-l8,22,-0.000726280470253,-0.000227268635497,-0.000363206194496,-0.000113640774861,0.000982965520989,0.22784992116,0.000499011834756
mesquite-l8,23,-0.000792803229934,-0.000248968875692,-0.000396480213247,-0.000124492186998,0.000854611562835,0.223790432045,0.000543834354242
mesquite-l8,24,-0.000862235274479,-0.000271666632844,-0.000431210608534,-0.00013584254302,0.000741599421885,0.219979041385,0.000590568641635
mesquite-l8,25,-0.000934590866244,-0.000295319863789,-0.000467404666683,-0.000147670835232,0.000717240893704,0.216486768511,0.000639271002455
mesquite-l8,26,-0.00100982362211,-0.000320054664885,-0.000505039343426,-0.000160040138866,0.000563700876182,0.213006773789,0.00068976895723
mesquite-l8,27,-0.00108797818247,-0.00034574509006,-0.000544137133847,-0.000172887490072,0.00049415466671,0.209805965563,0.000742233092414
mesquite-l8,28,-0.00116903852341,-0.00037243314481,-0.000584690193014,-0.00018623391394,0.000431743010353,0.206773020091,0.000796605378597
mesquite-l8,29,-0.00125300378256,-0.000400118911364,-0.000626698266637,-0.000200079471579,0.000376921341916,0.203893556474,0.000852884871193
mesquite-l8,30,-0.00133987833776,-0.000428788151345,-0.000670163728589,-0.000214417063011,0.000363983539013,0.201179060324,0.000911090186411
mesquite-l8,31,-0.00142964559354,-0.00045848362306,-0.000715078465377,-0.000229268093459,0.000289720617902,0.198546208447,0.000971161970482
mesquite-l8,32,-0.00152232040604,-0.000489162623523,-0.000761450106154,-0.000244611229088,0.000255612391932,0.196057103673,0.00103315778252
mesquite-l8,33,-0.00161789664827,-0.000520839384516,-0.000809275787787,-0.0002604536103,0.000224836756617,0.193678822847,0.00109705726376
mesquite-l8,34,-0.00171637342307,-0.000553513915327,-0.000858555270111,-0.000276795265473,0.000198015653226,0.191403342621,0.00116285950774
mesquite-l8,35,-0.00181775161078,-0.000587181402955,-0.000909289208823,-0.000293633811885,0.000191098542516,0.189229752688,0.00123057020783
mesquite-l8,36,-0.00192202489446,-0.000621856221807,-0.000961474663994,-0.000310976464084,0.000155503723662,0.187132741189,0.00130016867265
mesquite-l8,37,-0.00202919771699,-0.000657523952439,-0.0010151140868,-0.000328816036212,0.00013913107383,0.185125224159,0.00137167376455
mesquite-l8,38,-0.00213926731681,-0.00069418935275,-0.0010702063292,-0.000347154934649,0.000124601297062,0.183195591251,0.00144507796406
mesquite-l8,39,-0.00225223270964,-0.000731852381508,-0.00112675113888,-0.000365993166253,0.000112242034531,0.181338965608,0.00152038032813
mesquite-l8,40,-0.00236809349866,-0.000770511383134,-0.00118474856391,-0.000385329931145,0.000109071747772,0.179552577998,0.00159758211552
mesquite-l8,41,-0.00248684682325,-0.000810171125434,-0.00124419742524,-0.000405167643127,9.36376422124e-05,0.1778273293,0.00167667569781
mesquite-l8,42,-0.00260849346789,-0.000850826722488,-0.00130509837483,-0.000425503888023,8.70036535192e-05,0.176164504922,0.0017576667454
mesquite-l8,43,-0.00273303175083,-0.000892479713235,-0.00136745083631,-0.000446339466077,8.15486647971e-05,0.174558992713,0.0018405520376
mesquite-l8,44,-0.00286046057726,-0.000935130024404,-0.0014312545334,-0.000467674371861,7.72899719263e-05,0.173007621102,0.00192533055285
mesquite-l8,45,-0.00299077903527,-0.000978777044113,-0.00149650928766,-0.00048950833126,7.67409762096e-05,0.171507919475,0.00201200199115
mesquite-l8,46,-0.00312398536347,-0.00102342229885,-0.00156321450152,-0.000511842140612,7.20500587108e-05,0.170055810155,0.00210056306462
mesquite-l8,47,-0.00326007901719,-0.00106906409166,-0.00163137019295,-0.000534674984499,7.07165022475e-05,0.168650147872,0.00219101492553
mesquite-l8,48,-0.00339905860218,-0.001115702867,-0.0017009759607,-0.000558007119472,6.9977876137e-05,0.167288144029,0.00228335573518
mesquite-l8,49,-0.00354092290501,-0.00116333852881,-0.00177203150032,-0.000581838532446,6.97392813792e-05,0.165967626796,0.0023775843762
mesquite-l8,50,-0.0036856707574,-0.00121197080205,-0.00184453653622,-0.000606169121525,7.06684888076e-05,0.164686700493,0.00247369995535
mesquite-l8,51,-0.00383330068966,-0.00126160011765,-0.00191849064801,-0.000630999138783,7.0529430129e-05,0.163443099418,0.00257170057201
mesquite-l8,52,-0.00398381162449,-0.00131222583435,-0.00199389361812,-0.000656328300592,7.13707754415e-05,0.162235437325,0.00267158579014
mesquite-l8,53,-0.00413720218306,-0.00136384802005,-0.00207074508413,-0.000682156678893,7.24193305259e-05,0.161061938132,0.00277335416301
mesquite-l8,54,-0.00429347102927,-0.00141646656172,-0.00214904471122,-0.000708484255832,7.3633964649e-05,0.159921054471,0.00287700446754
mesquite-l8,55,-0.00445261682756,-0.00147008128494,-0.00222879217105,-0.000735310983589,7.51557330212e-05,0.15881137154,0.00298253554262
mesquite-l8,56,-0.00461463812482,-0.00152469224567,-0.00230998708257,-0.000762636930381,7.64486592308e-05,0.157731420361,0.00308994587915
mesquite-l8,57,-0.00477953358137,-0.00158029914541,-0.00239262912776,-0.000790461987781,7.79961763373e-05,0.156680025074,0.00319923443596
mesquite-l8,58,-0.00494730174037,-0.00163690191805,-0.00247671793605,-0.000818786164416,7.96088656649e-05,0.155655944263,0.00331039982232
mesquite-l8,59,-0.00511794114475,-0.00169450043345,-0.00256225314296,-0.000847609437605,8.12853230088e-05,0.154658040438,0.0034234407113
mesquite-l8,60,-0.00529145031888,-0.00175309454282,-0.00264923438084,-0.000876931776082,8.30397070843e-05,0.153685251717,0.00353835577606
mesquite-l8,61,-0.0054678277323,-0.00181268416921,-0.00273766126074,-0.000906753185277,8.4760477303e-05,0.152736535116,0.00365514356309
mesquite-l8,62,-0.00564707187654,-0.00187326911769,-0.00282753341086,-0.000937073612325,8.65528611706e-05,0.151810963361,0.00377380275884
mesquite-l8,63,-0.00582918118522,-0.00193484926975,-0.00291885043655,-0.000967893043349,8.8370170851e-05,0.150907621152,0.00389433191547
mesquite-l8,64,-0.00601415407987,-0.0019974244797,-0.00301161194318,-0.000999211451614,9.02202931842e-05,0.150025650779,0.00401672960016
mesquite-l8,65,-0.00620198895417,-0.0020609945999,-0.00310581752834,-0.00103102881016,9.2095028314e-05,0.149164243021,0.00414099435426
mesquite-l8,66,-0.00639268417114,-0.0021255594995,-0.00320146678034,-0.00106334510115,9.39764690867e-05,0.148322618427,0.00426712467164
mesquite-l8,67,-0.00658623808181,-0.00219111901078,-0.00329855928759,-0.00109616028908,9.58854577656e-05,0.14750005438,0.00439511907103
mesquite-l8,68,-0.00678264900392,-0.00225767298695,-0.00339709462792,-0.00112947434963,9.78095801208e-05,0.146695853167,0.00452497601698
mesquite-l8,69,-0.00698191523305,-0.00232522127174,-0.00349707237412,-0.00116328725449,9.97546545946e-05,0.145909354273,0.00465669396131
mesquite-l8,70,-0.00718403503859,-0.002393763708,-0.00359849209196,-0.00119759897565,0.000101713779472,0.14513993047,0.00479027133059
mesquite-l8,71,-0.00738900666643,-0.00246330013851,-0.0037013533415,-0.00123240948582,0.000103686184768,0.144386981024,0.00492570652793
mesquite-l8,72,-0.00759682833816,-0.00253383039656,-0.00380565567665,-0.0012677187537,0.000105674895513,0.143649938768,0.0050629979416
mesquite-l8,73,-0.00780749825094,-0.00260535431785,-0.00391139864515,-0.00130352674992,0.000107676865988,0.142928259834,0.00520214393309
mesquite-l8,74,-0.00802101457697,-0.00267787173395,-0.00401858178828,-0.0013398334438,0.000109694499962,0.142221426114,0.00534314284302
mesquite-l8,75,-0.00823737546366,-0.00275138247487,-0.0041272046409,-0.00137663880463,0.000111724298779,0.141528943581,0.00548599298879
mesquite-l8,76,-0.00845657903142,-0.00282588637118,-0.00423726673038,-0.00141394280272,0.000113767818927,0.140850339283,0.00563069266024
mesquite-l8,77,-0.0086786233821,-0.00290138324337,-0.00434876758079,-0.00145174540404,0.000115824110759,0.140185162786,0.00577724013873
mesquite-l8,78,-0.00890350659024,-0.00297787291396,-0.0044617067085,-0.00149004657638,0.000117893300553,0.13953298253,0.00592563367628
mesquite-l8,79,-0.00913122670175,-0.0030553552058,-0.00457608362153,-0.00152884628839,0.000119975723982,0.138893385774,0.00607587149594
mesquite-l8,80,-0.00936178174245,-0.00313382993605,-0.00469189782382,-0.00156814450662,0.000122069774551,0.138265977665,0.00622795180639
mesquite-l8,81,-0.00959516971672,-0.00321329691647,-0.00480914881452,-0.00160794119568,0.000124177004965,0.137650379689,0.00638187280026
mesquite-l8,82,-0.00983138859577,-0.00329375596392,-0.00492783608211,-0.00164823632345,0.000126295663101,0.137046229637,0.00653763263184
mesquite-l8,83,-0.010070436334,-0.00337520688677,-0.00504795911261,-0.00168902985431,0.000128426828273,0.136453179963,0.00669522944723
mesquite-l8,84,-0.0103123108608,-0.00345764949072,-0.00516951738539,-0.00173032175204,0.000130570003552,0.13587089737,0.00685466137007
mesquite-l8,85,-0.0105570100761,-0.00354108358444,-0.00529251037107,-0.00177211198266,0.00013272448963,0.135299062187,0.00701592649168
mesquite-l8,86,-0.0108045318607,-0.00362550896929,-0.00541693753649,-0.00181440050925,0.000134891375594,0.134737367247,0.00717902289142
mesquite-l8,87,-0.0110548740665,-0.00371092544821,-0.00554279833996,-0.00185718729643,0.000137069140692,0.134185517785,0.00734394861827
mesquite-l8,88,-0.0113080345275,-0.00379733281625,-0.00567009223674,-0.00190047230562,0.000139258856404,0.133643230424,0.00751070171125
mesquite-l8,89,-0.0115640110484,-0.00388473087036,-0.00579881867321,-0.0019442554999,0.000141459836392,0.133110232776,0.00767928017806
mesquite-l8,90,-0.0118228014113,-0.00397311940412,-0.0059289770903,-0.00198853684145,0.000143671842827,0.132586262925,0.00784968200714
mesquite-l8,91,-0.0120844033744,-0.00406249820803,-0.00606056692291,-0.00203331629159,0.000145895475281,0.132071068751,0.00802190516637
mesquite-l8,92,-0.0123488146694,-0.00415286707249,-0.00619358759839,-0.00207859381236,0.000148129667916,0.131564407738,0.00819594759696
mesquite-l8,93,-0.0126160330068,-0.00424422578326,-0.00632803853925,-0.00212436936423,0.000150375215219,0.131066046242,0.00837180722349
mesquite-l8,94,-0.0128860560705,-0.00433657412533,-0.00646391916068,-0.00217064290798,0.000152631493303,0.130575759224,0.00854948194512
mesquite-l8,95,-0.0131588815259,-0.00442991187656,-0.00660122887428,-0.00221741440159,0.00015489845662,0.130093329889,0.00872896964935
mesquite-l8,96,-0.0134345070093,-0.00452423881726,-0.00673996708279,-0.002264683805,0.000157176386911,0.129618549125,0.00891026819204
mesquite-l8,97,-0.013712930131,-0.00461955472694,-0.00688013318179,-0.00231245107846,0.000159464585577,0.129151215375,0.00909337540405
mesquite-l8,98,-0.013994148482,-0.00471585937865,-0.00702172656296,-0.00236071617977,0.000161763575079,0.128691134145,0.00927828910335
mesquite-l8,99,-0.0142781596257,-0.00481315254625,-0.00716474660984,-0.00240947906782,0.00016407285001,0.128238117739,0.00946500707944
mesquite-l8,100,-0.0145649611084,-0.00491143399495,-0.00730919270319,-0.00245873969793,0.000166392441794,0.127791984978,0.00965352711346
