grid,degree,tm_eigenvalue_error,te_eigenvalue_error,tm_wavenumber_error,te_wavenumber_error,tm_residual,te_residual,polarization_splitting
native-l8,9,-0.000126276238754,4.15071683713e-05,-6.31401127137e-05,2.07533688346e-05,0.0133674850012,0.865832718921,0.000167783407125
native-l8,10,-0.00015569801839,4.38957680962e-05,-7.78520396649e-05,2.19476431986e-05,0.0154570180584,0.825687529951,0.000199593786486
native-l8,11,-0.000186118379991,2.32079246292e-05,-9.30635204049e-05,1.16038949893e-05,0.0113711865001,0.731542695399,0.00020932630462
native-l8,12,-0.00022038396323,1.25349157423e-05,-0.00011019805342,6.26743823084e-06,0.0106756293777,0.680425343966,0.000232918878972
native-l8,13,-0.000257545652062,8.54688599672e-07,-0.000128781118319,4.27344208465e-07,0.0101154251262,0.636873532676,0.000258400340661
native-l8,14,-0.00029760286126,-1.18276303572e-05,-0.000148812503211,-5.91383266535e-06,0.00965746863687,0.59934679429,0.000285775230903
native-l8,15,-0.000330553100424,-3.80702930591e-05,-0.000165290210639,-1.90353277014e-05,0.00897576270946,0.56314958297,0.000292482807365
native-l8,16,-0.000386400517174,-4.01835847251e-05,-0.000193218925363,-2.00919942067e-05,0.00895802684314,0.538044556524,0.000346216932449
native-l8,17,-0.000435139003899,-5.5852153361e-05,-0.000217593175344,-2.79264666243e-05,0.00868573205384,0.512713291696,0.000379286850538
native-l8,18,-0.000486769179865,-7.25123373968e-05,-0.000243414215172,-3.62568259771e-05,0.00845097486042,0.490166311037,0.000414256842468
native-l8,19,-0.000541289944296,-9.01632501283e-05,-0.000270681606414,-4.50826412864e-05,0.00824646102063,0.469975822503,0.000451126694168
native-l8,20,-0.000599528058936,-0.000105639817214,-0.000299808972178,-5.28213036519e-05,0.00958517665511,0.45400721639,0.000493888241722
native-l8,21,-0.000658998804226,-0.000128435533649,-0.000329553704935,-6.42198289178e-05,0.00790731010277,0.435345356236,0.000530563270577
native-l8,22,-0.000722184694978,-0.000149056636164,-0.000361157564882,-7.45310955242e-05,0.00776511601049,0.420390859207,0.000573128058813
native-l8,23,-0.000788256774165,-0.000170667775964,-0.000394206086302,-8.53375292291e-05,0.00763746723462,0.406739660262,0.0006175889982
native-l8,24,-0.00085721396853,-0.000193269099864,-0.000428698875628,-9.66392195013e-05,0.00752228151889,0.394230165292,0.000663944868666
native-l8,25,-0.000918218366186,-0.000228145188042,-0.000459214622128,-0.000114079101042,0.00669389465689,0.382212293055,0.000690073178144
native-l8,26,-0.00100377946989,-0.000241443035109,-0.000502015744851,-0.000120728805277,0.00732286455437,0.372112106116,0.000762336434784
native-l8,27,-0.00108138568559,-0.000267016023298,-0.00054083909626,-0.000133516925034,0.0072361095354,0.362289354211,0.000814369662294
native-l8,28,-0.0011618728296,-0.000293579923053,-0.000581105256458,-0.000146800736754,0.00715665120123,0.353173249225,0.000868292906544
native-l8,29,-0.00124523987147,-0.000321134881914,-0.000622813884305,-0.000160580333979,0.00708367967099,0.344690733999,0.000924104989561
native-l8,30,-0.00133699914106,-0.000343952462626,-0.000668723165868,-0.000171991021769,0.00808229510235,0.33555468919,0.000993046678438
native-l8,31,-0.00142060953413,-0.000379218443453,-0.000710557212842,-0.000189627200964,0.00695453051402,0.329381185734,0.00104139109068
native-l8,32,-0.00151261009438,-0.000409747216801,-0.000756591262361,-0.000204894599299,0.00689724472661,0.322450622881,0.00110286287758
native-l8,33,-0.00160748642736,-0.00044126739269,-0.000804066475131,-0.000220658041331,0.00684419876914,0.315944289342,0.00116621903467
native-l8,34,-0.00170523749073,-0.000473778999635,-0.00085298253497,-0.000236917564784,0.0067950002287,0.309824706762,0.0012314584911
native-l8,35,-0.0017933127883,-0.000519708446424,-0.000897058751353,-0.000259887994097,0.00640655250807,0.304938792278,0.00127360434188
native-l8,36,-0.00190935959812,-0.00054177652685,-0.000955135941391,-0.000270924963593,0.00670680359975,0.298616691983,0.00136758307127
native-l8,37,-0.00201572851201,-0.000577262416509,-0.00100837266372,-0.000288672874269,0.00666722889375,0.293472427479,0.0014384660955
native-l8,38,-0.00212496789351,-0.000613739679934,-0.00106304898333,-0.000306916938971,0.00663033795512,0.288602331189,0.00151122821358
native-l8,39,-0.00223707664724,-0.000651208269672,-0.00111916458831,-0.000325657161129,0.00659591485817,0.283985263442,0.00158586837756
native-l8,40,-0.00235253980506,-0.000687949245823,-0.00117696252292,-0.00034403380254,0.00734974707017,0.279376335676,0.00166459055923
native-l8,41,-0.00246989781899,-0.000729119189923,-0.00123571240207,-0.000364626071047,0.00653371746519,0.275435954151,0.00174077862907
native-l8,42,-0.0025906079729,-0.000769561380955,-0.00129614398106,-0.000384854747066,0.00650561236595,0.271470996168,0.00182104659194
native-l8,43,-0.00271418296926,-0.000810994621459,-0.00135801358508,-0.000405579558119,0.00647930910114,0.267693223058,0.0019031883478
native-l8,44,-0.0028406216348,-0.000853418825782,-0.00142132089394,-0.000426800492221,0.00645467946129,0.264089814752,0.00198720280902
native-l8,45,-0.00295568528821,-0.000911123101284,-0.00147893627035,-0.000455665366105,0.00609574544756,0.260886332296,0.00204456218693
native-l8,46,-0.00310208519179,-0.000941239758856,-0.00155224733179,-0.000470730673111,0.00640998651561,0.257360373178,0.00216084543294
native-l8,47,-0.00323710764654,-0.00098663629352,-0.00161986580588,-0.000493439888221,0.00638972131653,0.254213906126,0.00225047135302
native-l8,48,-0.00337498889613,-0.00103302340466,-0.00168892067459,-0.000516645163442,0.00637072382019,0.251200734516,0.00234196549147
native-l8,49,-0.0035157276743,-0.00108040098642,-0.00175941160174,-0.000540346480367,0.0063529138836,0.248312634981,0.00243532668789
native-l8,50,-0.00366636424583,-0.00112120701173,-0.0018348654886,-0.000560760732163,0.00693995622903,0.245434769268,0.00254515723411
native-l8,51,-0.00380577265146,-0.00117812712343,-0.00190470026728,-0.000589237161932,0.00632056956134,0.242881976244,0.00262764552803
native-l8,52,-0.00395507621705,-0.00122847545262,-0.00197949731333,-0.000614426486262,0.00630590638201,0.240326002901,0.00272660076443
native-l8,53,-0.00410723204377,-0.00127981380054,-0.00205572903281,-0.000640111771808,0.00629217203997,0.237868166325,0.00282741824323
native-l8,54,-0.0042622387626,-0.00133214204781,-0.00213339506856,-0.000666292997083,0.00627931446527,0.235502952828,0.00293009671479
native-l8,55,-0.00440395182749,-0.0014013516602,-0.0022044056158,-0.000700921475559,0.00600583974558,0.233564524635,0.00300260016728
native-l8,56,-0.00458079929315,-0.00143976775094,-0.00229302863674,-0.000720143178571,0.00625604155627,0.231030307733,0.00314103154221
native-l8,57,-0.00474435025876,-0.00149506495625,-0.00237499543103,-0.000747812089586,0.00624554120837,0.228913713115,0.0032492853025
native-l8,58,-0.00491074642384,-0.00155135155984,-0.00245839506507,-0.000775976849954,0.00623574696157,0.226871355095,0.003359394864
native-l8,59,-0.00507998631,-0.00160862743071,-0.00254322715719,-0.000804637436056,0.00622662394713,0.224899402179,0.0034713588793
native-l8,60,-0.0052545186931,-0.00166346496118,-0.00263071968959,-0.000832078658038,0.00672047541917,0.222712816711,0.00359105373192
native-l8,61,-0.00542699121966,-0.00172614643889,-0.00271718716287,-0.000863445988932,0.00621026485832,0.221152643583,0.00370084478077
native-l8,62,-0.00560475317341,-0.00178638930284,-0.00280631428664,-0.000893593906454,0.00620297112985,0.219371372226,0.00381836387057
native-l8,63,-0.00578535270852,-0.00184762088732,-0.00289687228879,-0.000924237551186,0.00619623294871,0.217647538695,0.0039377318212
native-l8,64,-0.00596878823274,-0.00190984104994,-0.0029888607607,-0.000955376897478,0.00619002639498,0.215978400611,0.0040589471828
native-l8,65,-0.00613946277203,-0.00198881027968,-0.00307445753057,-0.000994900052896,0.00597039973302,0.214472184453,0.00415065249235
native-l8,66,-0.00634416076365,-0.00203724652851,-0.00317712745125,-0.00101914259007,0.00617912077075,0.212794075586,0.00430691423514
native-l8,67,-0.00653609446954,-0.00210243154817,-0.00327340482434,-0.00105176888297,0.00617438175704,0.211274200973,0.00443366292138
native-l8,68,-0.0067308575628,-0.00216860455331,-0.00337111097601,-0.00108489077065,0.00617009425025,0.209799624186,0.00456225300949
native-l8,69,-0.00692844833429,-0.00223576538997,-0.00347024546895,-0.00111850822531,0.00616624153031,0.208368332869,0.00469268294432
native-l8,70,-0.00713761174938,-0.00229451495622,-0.0035751968911,-0.00114791633407,0.00654863542572,0.206748544423,0.00484309679316
native-l8,71,-0.00733210595712,-0.0023730499302,-0.00367279770003,-0.00118722972231,0.00615977912353,0.205628127865,0.00495905602692
native-l8,72,-0.00753816927171,-0.00244317331404,-0.00377621453396,-0.00122233370687,0.00615714130372,0.204315736366,0.00509499595767
native-l8,73,-0.00774705319088,-0.00251428388994,-0.00388105790065,-0.00125793314287,0.00615488186015,0.203039660394,0.00523276930094
native-l8,74,-0.00795875588665,-0.00258638149211,-0.00398732733296,-0.00129402800029,0.00615298894058,0.201798391414,0.00537237439454
native-l8,75,-0.00815579151019,-0.00267707593211,-0.00408624445196,-0.00133943500912,0.00600387592329,0.200763471178,0.00547871557809
native-l8,76,-0.00839061017631,-0.00273353710019,-0.00420414249522,-0.00136770385702,0.00615025907598,0.19941464093,0.00565707307612
native-l8,77,-0.0086107579944,-0.00280859476261,-0.00431468726028,-0.00140528479398,0.00614940208479,0.198269527373,0.00580216323179
native-l8,78,-0.00883371703744,-0.0028846387643,-0.0044266561611,-0.00144336102768,0.00614887142702,0.197153947217,0.00594907827314
native-l8,79,-0.00905948535742,-0.0029616689275,-0.00454004869981,-0.00148193252576,0.00614865862081,0.196066748425,0.00609781642992
native-l8,80,-0.00928830377468,-0.00303788791669,-0.00465498633623,-0.0015200993093,0.00648896652693,0.194913656288,0.00625041585798
native-l8,81,-0.00951944191581,-0.00311868701555,-0.00477110266824,-0.00156056118338,0.00614915531693,0.193973174485,0.00640075490026
native-l8,82,-0.00975362613771,-0.00319867457296,-0.00488876307104,-0.00160061827592,0.00614985043044,0.192964772415,0.00655495156474
native-l8,83,-0.00999061160359,-0.00327964755694,-0.00500784505786,-0.00164117049877,0.00615083455493,0.191980691417,0.00671096404665
native-l8,84,-0.0102303962449,-0.00336160577779,-0.00512834809955,-0.00168221781729,0.00615210159177,0.191020037224,0.00686879046709
native-l8,85,-0.0104540810286,-0.00346367954848,-0.00524077336703,-0.0017333420115,0.00599403714337,0.19023325708,0.00699040148009
native-l8,86,-0.0107183546587,-0.00352847715918,-0.00537361519952,-0.00176579760017,0.00615546192224,0.189165642941,0.00718987749955
native-l8,87,-0.0109665241736,-0.00361338992822,-0.00549837816801,-0.00180832999279,0.00615754486484,0.188270317767,0.00735313424533
native-l8,88,-0.0112174843482,-0.00369928715124,-0.00562456001175,-0.00185135733761,0.00615988997155,0.187395244745,0.00751819719695
native-l8,89,-0.0114712329934,-0.00378616862649,-0.00575216017002,-0.00189487959759,0.00616249285713,0.186539719579,0.00768506436694
native-l8,90,-0.011737498144,-0.00386335686065,-0.00588607199374,-0.00193354773374,0.00644546346976,0.185634560865,0.00787414128331
native-l8,91,-0.0119870868183,-0.00396288351483,-0.00601161315554,-0.00198340871248,0.00616845581959,0.184884652741,0.00802420330352
native-l8,92,-0.012249187499,-0.00405271651258,-0.00614346482958,-0.00202841549099,0.00617180846902,0.184083854422,0.00819647098646
native-l8,93,-0.0125140676525,-0.00414353293179,-0.00627673251174,-0.00207391703182,0.00617540401289,0.183300087488,0.00837053472067
native-l8,94,-0.012781724969,-0.00423533255881,-0.00641141560954,-0.0021199132956,0.0061792393169,0.182532790026,0.00854639241015
native-l8,95,-0.0130313985217,-0.00434912633818,-0.006537065876,-0.00217693268705,0.00604202596247,0.18185148608,0.00868227218355
native-l8,96,-0.0133253617323,-0.00442188056987,-0.00668502565013,-0.00221338983221,0.00618761768888,0.181045474846,0.00890348116244
native-l8,97,-0.0136013364398,-0.0045166285147,-0.00682395137607,-0.00226087002398,0.00619215547644,0.180324448555,0.00908470792506
native-l8,98,-0.0138800788314,-0.00461235878903,-0.00696429008391,-0.00230884477661,0.00619692243892,0.179617872296,0.00926772004242
native-l8,99,-0.0141615864777,-0.00470907116732,-0.00710604114927,-0.00235731404842,0.00620191636398,0.178925292504,0.00945251531041
native-l8,100,-0.0144501340895,-0.00480116309074,-0.00725135814219,-0.0024034698791,0.00647393189768,0.178199063902,0.00964897099874
mesquite-l6,1,-3.95584099284e-05,-4.25984626806e-06,-1.97794005765e-05,-2.12992540227e-06,0.000375739256466,0.768131546959,3.52985636604e-05
mesquite-l6,2,-0.000128234027621,-2.86920192605e-05,-6.4119069438e-05,-1.43461125357e-05,0.0238702041795,0.527595595221,9.95420083606e-05
mesquite-l6,3,-0.000260093024019,-6.63381982672e-05,-0.000130054969157,-3.31696492464e-05,0.01868047597,0.444042747106,0.000193754825752
mesquite-l6,4,-0.000438124683735,-0.000115635373738,-0.00021908634128,-5.78193584081e-05,0.0164694179895,0.405626190037,0.000322489309997
mesquite-l6,5,-0.000676172014664,-0.000138355885379,-0.000338143177737,-6.91803356488e-05,0.0156708774747,0.425013043235,0.000537816129285
mesquite-l6,6,-0.000933366050739,-0.000254736017631,-0.000466791972742,-0.000127376121154,0.0118209501683,0.3637371326,0.000678630033108
mesquite-l6,7,-0.00125072081238,-0.000346666719451,-0.000625556066384,-0.000173348384557,0.00995718750815,0.347798361147,0.000904054092925
mesquite-l6,8,-0.00161460687565,-0.000454189669818,-0.000807629570585,-0.000227120626799,0.00840243482762,0.33354528455,0.00116041720583
mesquite-l6,9,-0.00202501550796,-0.000577523435126,-0.00101302085961,-0.000288803421271,0.00711073923339,0.32067235478,0.00144749207284
mesquite-l6,10,-0.00248714542543,-0.000702169342791,-0.00124434691233,-0.000351146323266,0.00658133338056,0.315228475864,0.00178497608264
mesquite-l6,11,-0.00298524426858,-0.000871996353286,-0.00149373776054,-0.000436093265311,0.00514143029081,0.298415269537,0.00211324791529
mesquite-l6,12,-0.00353494116377,-0.00104319812305,-0.00176903532487,-0.000521735165315,0.00439257201338,0.288780323276,0.00249174304072
mesquite-l6,13,-0.00413092189664,-0.00123037942039,-0.00206759842995,-0.000615379055886,0.00376413728198,0.279995091805,0.00290054247625
mesquite-l6,14,-0.00477309535492,-0.00143352944366,-0.00238940229913,-0.000717021781947,0.00323513893339,0.271962834338,0.00333956591126
mesquite-l6,15,-0.00546325230728,-0.00164759546422,-0.00273536727069,-0.000824137333281,0.00295887344423,0.265715470896,0.00381565684306
mesquite-l6,16,-0.00619561681069,-0.0018876763466,-0.00310262153554,-0.000944284009446,0.00241107900375,0.257820627317,0.00430794046409
mesquite-l6,17,-0.00697574636229,-0.00213864176407,-0.0034939771192,-0.00106989321779,0.00209132143172,0.251566440917,0.00483710459822
mesquite-l6,18,-0.00780163292803,-0.00240551474551,-0.00390845447219,-0.00120348155668,0.00182043197639,0.245775357061,0.00539611818251
mesquite-l6,19,-0.00867315292461,-0.0026882807969,-0.004346020409,-0.00134504497144,0.00159112131589,0.240395930859,0.00598487212771
mesquite-l6,20,-0.0095908357915,-0.00298523809116,-0.00480697138269,-0.00149373466721,0.00144020605804,0.235605744665,0.00660559770034
mesquite-l6,21,-0.0105525721591,-0.00330143707336,-0.00529027960873,-0.00165208322617,0.0012345755052,0.230698761835,0.00725113508576
mesquite-l6,22,-0.0115601976124,-0.00363180077196,-0.00579690083584,-0.00181755213386,0.0010985202419,0.226308134478,0.00792839684041
mesquite-l6,23,-0.0126129089029,-0.00397800411991,-0.00632646654092,-0.00199098406874,0.000986000551539,0.222181924599,0.00863490478303
mesquite-l6,24,-0.0137105557829,-0.00434003403763,-0.00687893778399,-0.00217237662893,0.000894253229393,0.218294290197,0.00937052174531
mesquite-l6,25,-0.0148532065428,-0.00471732220314,-0.00745438721579,-0.00236144932302,0.00082354222368,0.214668764484,0.0101358843397
mesquite-l6,26,-0.0160400281045,-0.00511152015587,-0.0080524349062,-0.00255903440648,0.000763760549212,0.211146986001,0.0109285079486
mesquite-l6,27,-0.0172715256889,-0.00552094875504,-0.00867337657504,-0.00276429504106,0.000720874015055,0.207849947694,0.0117505769338
mesquite-l6,28,-0.0185473030581,-0.00594614855513,-0.00931705528869,-0.00297750705168,0.000690325098917,0.204716031224,0.012601154503
mesquite-l6,29,-0.0198671823371,-0.00638710452806,-0.00998342556154,-0.00319866800253,0.000670292389148,0.201731543985,0.0134800778091
mesquite-l6,30,-0.0212310548769,-0.00684362111635,-0.0106724783354,-0.00342768507065,0.000654925141192,0.198893965937,0.0143874337605
mesquite-l6,31,-0.0226385069633,-0.00731622192897,-0.0113840517993,-0.00366482644091,0.000655061383379,0.196163499159,0.0153222850343
mesquite-l6,32,-0.0240895683266,-0.00780435029546,-0.012118209666,-0.00390981848803,0.000656908800329,0.193559388691,0.0162852180311
mesquite-l6,33,-0.0255839636489,-0.00830816865028,-0.0128748628714,-0.00416274856294,0.000663420366765,0.191063280745,0.0172757949987
mesquite-l6,34,-0.0271214867869,-0.00882765885243,-0.0136539586874,-0.00442361360488,0.000673617150252,0.188667343493,0.0182938279345
mesquite-l6,35,-0.028701950614,-0.0093627444589,-0.0144554554025,-0.00469238145129,0.000684378793186,0.186366466464,0.0193392061551
mesquite-l6,36,-0.0303250637448,-0.0099135789238,-0.0152792597618,-0.00496913561629,0.000702070126698,0.184148384709,0.020411484821
mesquite-l6,37,-0.03199067713,-0.0104799692115,-0.0161253520544,-0.00525378573805,0.000719212626295,0.182013165231,0.0215107079185
mesquite-l6,38,-0.0336985374866,-0.0110619522089,-0.0169936610004,-0.00554635714321,0.000737759271799,0.179953572321,0.0226365852778
mesquite-l6,39,-0.0354484106705,-0.0116595064801,-0.0178841263224,-0.00584684604438,0.000757420496354,0.177964791323,0.0237889041904
mesquite-l6,40,-0.0372400650119,-0.0122725917111,-0.0187966902888,-0.00615523934124,0.00077710713224,0.176042782281,0.0249674733007
mesquite-l6,41,-0.039073231276,-0.0129012399822,-0.0197312772898,-0.00647156053899,0.000799252358322,0.174182426538,0.0261719912938
mesquite-l6,42,-0.0409476829006,-0.0135453731927,-0.0206878347026,-0.00679577789493,0.000821123732511,0.172381105239,0.0274023097079
mesquite-l6,43,-0.0428631558578,-0.0142049856277,-0.0216662920342,-0.00712789626645,0.000843489078019,0.170635047979,0.0286581702301
mesquite-l6,44,-0.0448193887647,-0.0148800527062,-0.0226665813371,-0.00746791120196,0.000866271376532,0.168941111562,0.0299393360585
mesquite-l6,45,-0.0468161174976,-0.015570543514,-0.0236886344499,-0.00781581524096,0.000889125576736,0.167296443167,0.0312455739836
mesquite-l6,46,-0.0488530623544,-0.0162764494055,-0.0247323763984,-0.00817161232675,0.000912860184822,0.165698201827,0.0325766129489
mesquite-l6,47,-0.0509299539135,-0.0169977267759,-0.0257977386156,-0.00853528896681,0.000936582483611,0.164144048931,0.0339322271376
mesquite-l6,48,-0.0530465072602,-0.0177343543135,-0.0268846457178,-0.00890684308361,0.000960547758232,0.162631619309,0.0353121529467
mesquite-l6,49,-0.0552024349072,-0.0184863044275,-0.0279930220967,-0.00928626961541,0.000984731704376,0.161158760428,0.0367161304798
mesquite-l6,50,-0.0573974452039,-0.0192535470818,-0.0291227910822,-0.00967356244612,0.00100902521978,0.159723467132,0.0381438981221
mesquite-l6,51,-0.0596312381562,-0.020036058804,-0.0302738727642,-0.0100687189527,0.00103367851457,0.158323869119,0.0395951793522
mesquite-l6,52,-0.0619035137966,-0.0208338048426,-0.0314461882769,-0.0104717309963,0.00105841010738,0.156958218922,0.0410697089541
mesquite-l6,53,-0.0642139639688,-0.0216467569765,-0.0326396555413,-0.0108825939134,0.00108329648367,0.155624882145,0.0425672069923
mesquite-l6,54,-0.0665622764907,-0.0224748846499,-0.0338541913824,-0.0113013020389,0.00110832657202,0.154322328067,0.0440873918407
mesquite-l6,55,-0.0689481346874,-0.0233181561676,-0.0350897112619,-0.0117278493085,0.00113346334273,0.153049117206,0.0456299785198
mesquite-l6,56,-0.0713712161865,-0.0241765413906,-0.0363461286263,-0.0121622306221,0.00115877878782,0.151803915196,0.0471946747959
mesquite-l6,57,-0.07383119548,-0.0250500063919,-0.0376233562061,-0.012604439139,0.0011841833949,0.150585442855,0.0487811890881
mesquite-l6,58,-0.0763277414555,-0.0259385188401,-0.0389213047078,-0.0130544690005,0.00120969629798,0.149392513382,0.0503892226154
mesquite-l6,59,-0.0788605187421,-0.0268420452935,-0.0402398834824,-0.013512313961,0.00123530999357,0.14822400515,0.0520184734487
mesquite-l6,60,-0.0814291876392,-0.0277605515432,-0.0415790004592,-0.0139779675602,0.00126100934752,0.147078858191,0.0536686360959
mesquite-l6,61,-0.0840334037091,-0.0286940035067,-0.0429385619037,-0.014451423575,0.00128681158392,0.145956082622,0.0553394002024
mesquite-l6,62,-0.0866728186507,-0.0296423655901,-0.0443184728429,-0.0149326751892,0.00131268592985,0.144854728771,0.0570304530606
mesquite-l6,63,-0.0893470797222,-0.0306056021605,-0.0457186367335,-0.0154217157384,0.0013386340134,0.143773908766,0.0587414775618
mesquite-l6,64,-0.092055829915,-0.0315836770477,-0.0471389555213,-0.0159185384572,0.00136464947933,0.142712780377,0.0604721528673
mesquite-l6,65,-0.0947987082721,-0.0325765533324,-0.0485793297768,-0.0164231363703,0.00139072386072,0.141670545155,0.0622221549397
mesquite-l6,66,-0.0975753496402,-0.0335841938024,-0.0500396585332,-0.0169355025241,0.00141685809862,0.140646451133,0.0639911558378
mesquite-l6,67,-0.100385385056,-0.0346065603955,-0.051519839457,-0.0174556297019,0.00144303921671,0.139639778718,0.0657788246608
mesquite-l6,68,-0.103228441602,-0.0356436146561,-0.0530197687394,-0.0179835106558,0.00146926371784,0.138649849476,0.0675848269455
mesquite-l6,69,-0.106104142475,-0.0366953176262,-0.0545393411016,-0.0185191380502,0.00149552577006,0.137676018322,0.0694088248492
mesquite-l6,70,-0.10901210725,-0.0377616296669,-0.0560784498963,-0.0190625043699,0.00152181900661,0.136717671821,0.0712504775828
mesquite-l6,71,-0.11195195167,-0.0388425107908,-0.0576369869684,-0.0196136020888,0.00154813979049,0.135774228639,0.0731094408792
mesquite-l6,72,-0.114923288072,-0.0399379202213,-0.0592148428427,-0.0201724234445,0.00157448052616,0.134845133107,0.0749853678511
mesquite-l6,73,-0.117925725102,-0.041047816858,-0.0608119065397,-0.0207389606739,0.00160083635847,0.133929858099,0.0768779082444
mesquite-l6,74,-0.120958868097,-0.0421721588984,-0.0624280657449,-0.0213132058204,0.00162720181651,0.133027901144,0.0787867091988
mesquite-l6,75,-0.1240223189,-0.0433109041491,-0.0640632066746,-0.0218951508908,0.00165357126307,0.132138783205,0.0807114147507
mesquite-l6,76,-0.12711567606,-0.0444640098897,-0.0657172141479,-0.0224847877857,0.0016799399991,0.131262048298,0.0826516661708
mesquite-l6,77,-0.130238535076,-0.0456314326695,-0.0673899716794,-0.0230821081941,0.00170630208751,0.130397260558,0.0846071024062
mesquite-l6,78,-0.133390488015,-0.046813128862,-0.069081361243,-0.023687103876,0.00173265238591,0.1295440044,0.0865773591528
mesquite-l6,79,-0.1365711243,-0.0480090538229,-0.0707912636549,-0.0242997662309,0.00175898585515,0.128701883084,0.0885620704772
mesquite-l6,80,-0.139780030001,-0.0492191628277,-0.072519558158,-0.0249200867763,0.00178529716466,0.12787051746,0.0905608671729
mesquite-l6,81,-0.143016788374,-0.0504434105298,-0.0742661226757,-0.0255480568698,0.00181158135787,0.127049545382,0.0925733778444
mesquite-l6,82,-0.146280980042,-0.0516817508422,-0.0760308338705,-0.0261836676468,0.00183783328403,0.126238620201,0.0945992291997
mesquite-l6,83,-0.149572182622,-0.0529341374785,-0.0778135669084,-0.0268269102973,0.00186404795233,0.125437410741,0.0966380451433
mesquite-l6,84,-0.152889971281,-0.0542005233891,-0.0796141957208,-0.0274777757753,0.00189022041712,0.12464559983,0.0986894478922
mesquite-l6,85,-0.156233918504,-0.0554808611448,-0.0814325928401,-0.028136254995,0.00191634570791,0.12386288386,0.100753057359
mesquite-l6,86,-0.159603594335,-0.0567751027291,-0.0832686294964,-0.0288023387225,0.00194241902791,0.123088972371,0.102828491605
mesquite-l6,87,-0.162998566286,-0.058083199782,-0.0851221755262,-0.0294760177008,0.00196843556421,0.122323586616,0.104915366504
mesquite-l6,88,-0.166418399686,-0.0594051032446,-0.0869930995256,-0.0301572824652,0.00199439044288,0.121566459861,0.107013296442
mesquite-l6,89,-0.169862657563,-0.0607407636288,-0.0888812687489,-0.0308461234813,0.00202027904564,0.120817336188,0.109121893935
mesquite-l6,90,-0.173330900771,-0.0620901309565,-0.0907865491374,-0.0315425311127,0.00204609670418,0.120075970284,0.111240769814
mesquite-l6,91,-0.176822688076,-0.0634531547614,-0.0927088053308,-0.0322464956206,0.0020718387275,0.119342126763,0.113369533314
mesquite-l6,92,-0.180337576182,-0.0648297841702,-0.0946479006386,-0.0329580072045,0.00209750057123,0.118615579806,0.115507792012
mesquite-l6,93,-0.183875120088,-0.0662199675446,-0.0966036972003,-0.0336770558165,0.00212307770646,0.117896112624,0.117655152543
mesquite-l6,94,-0.187434872743,-0.0676236530458,-0.0985760557557,-0.0344036314514,0.00214856575348,0.117183517101,0.119811219697
mesquite-l6,95,-0.191016385441,-0.0690407882323,-0.100564835823,-0.0351377239379,0.0021739601571,0.116477593351,0.121975597209
mesquite-l6,96,-0.194619207826,-0.0704713201659,-0.102569895661,-0.0358793229921,0.00219925660934,0.115778149382,0.12414788766
mesquite-l6,97,-0.198242887896,-0.0719151955151,-0.104591092235,-0.0366284182701,0.00222445073699,0.115085000774,0.126327692381
mesquite-l6,98,-0.201886972279,-0.0733723603194,-0.106628281329,-0.037384999244,0.00224953838123,0.114397970144,0.12851461196
mesquite-l6,99,-0.205551006142,-0.0748427602079,-0.108681317453,-0.0381490553146,0.00227451526567,0.113716887154,0.130708245934
mesquite-l6,100,-0.209234533181,-0.076326340547,-0.110750053799,-0.0389205758872,0.0022993772008,0.113041587921,0.132908192634
mesquite-l7,1,-9.88978696381e-06,-7.74246137314e-07,-4.9449057079e-06,-3.87123143542e-07,0.000201510899579,0.819805184908,9.1155408265e-06
mesquite-l7,2,-3.20661400983e-05,-6.74823052149e-06,-1.60331985809e-05,-3.37412095308e-06,0.0238183918186,0.563390209303,2.53179095768e-05
mesquite-l7,3,-6.50378463614e-05,-1.61457819576e-05,-3.25194519381e-05,-8.07292356486e-06,0.0187716708664,0.466100020088,4.88920644037e-05
mesquite-l7,4,-0.000109558638131,-2.84406720061e-05,-5.47808195346e-05,-1.42204371135e-05,0.0165737836251,0.420995140178,8.11179661248e-05
mesquite-l7,5,-0.000169004420133,-3.39187292171e-05,-8.45057806802e-05,-1.69595084211e-05,0.0158827602686,0.440932885803,0.000135085690916
mesquite-l7,6,-0.000233425930564,-6.32555905797e-05,-0.000116719777035,-3.16282954644e-05,0.0118839025659,0.371338404024,0.000170170339984
mesquite-l7,7,-0.000312821478469,-8.62797014362e-05,-0.000156422973308,-4.31407812815e-05,0.00998601025491,0.353310223955,0.000226541777033
mesquite-l7,8,-0.000403878790275,-0.000113211568557,-0.000201959789016,-5.66073864764e-05,0.0084283146245,0.337610029428,0.000290667221719
mesquite-l7,9,-0.000506605168,-0.00014409312726,-0.000253334673229,-7.20491591706e-05,0.00713561672781,0.323761899551,0.000362512040741
mesquite-l7,10,-0.000622317679732,-0.000175127930172,-0.000311207264847,-8.75677991455e-05,0.00673852560778,0.318938256623,0.000447189749561
mesquite-l7,11,-0.000747069573173,-0.000217816780148,-0.000373604576777,-0.000108914321239,0.00514445786561,0.300346545707,0.000529252793026
mesquite-l7,12,-0.000884801297499,-0.000260672378353,-0.000442498551234,-0.000130344684045,0.00437841699821,0.290386860523,0.000624128919146
mesquite-l7,13,-0.00103419139567,-0.000307527238996,-0.00051722946099,-0.000153775442941,0.00374828170357,0.281377887838,0.000726664156669
