frequency_hz,subdivision,azimuth_deg,attenuation_db_per_mm,beta_rad_per_m,phase_velocity_fraction_c,complex_residual_rms
400,8,0,7.1456303057,9.79381926405e-06,0.85598680778,0.00486495029162
400,8,90,7.15209519621,9.79522249654e-06,0.855864181826,0.00288269854527
400,8,180,7.14972261509,9.79301540904e-06,0.85605707105,0.00354339479527
400,8,270,7.15383733848,9.79504909877e-06,0.855879332842,0.00258484181521
