frequency_hz,azimuth_deg,phase_velocity_fraction_c,azimuth_mean_fraction_c,relative_deviation_from_azimuth_mean,bannister_fraction_c
50.862630208333,0.000000,0.768225841290,0.768574751025,-4.539698110776e-04,0.780880649359
50.862630208333,30.000000,0.768627616293,0.768574751025,6.878350855972e-05,0.780880649359
50.862630208333,60.000000,0.769002748687,0.768574751025,5.568718746269e-04,0.780880649359
50.862630208333,90.000000,0.769007925122,0.768574751025,5.636069842453e-04,0.780880649359
50.862630208333,120.000000,0.769002748687,0.768574751025,5.568718746268e-04,0.780880649359
50.862630208333,150.000000,0.768627616293,0.768574751025,6.878350855972e-05,0.780880649359
50.862630208333,180.000000,0.768225841290,0.768574751025,-4.539698110776e-04,0.780880649359
50.862630208333,210.000000,0.768643132235,0.768574751025,8.897145079349e-05,0.780880649359
50.862630208333,240.000000,0.768328786279,0.768574751025,-3.200270954598e-04,0.780880649359
50.862630208333,270.000000,0.768232837604,0.768574751025,-4.448668391315e-04,0.780880649359
50.862630208333,300.000000,0.768328786279,0.768574751025,-3.200270954598e-04,0.780880649359
50.862630208333,330.000000,0.768643132235,0.768574751025,8.897145079377e-05,0.780880649359
61.035156250000,0.000000,0.774763615694,0.775092751370,-4.246403739139e-04,0.788802592412
61.035156250000,30.000000,0.775221715905,0.775092751370,1.663859389890e-04,0.788802592412
61.035156250000,60.000000,0.775449254588,0.775092751370,4.599491062715e-04,0.788802592412
61.035156250000,90.000000,0.775787191806,0.775092751370,8.959449494336e-04,0.788802592412
61.035156250000,120.000000,0.775449254588,0.775092751370,4.599491062714e-04,0.788802592412
61.035156250000,150.000000,0.775221715905,0.775092751370,1.663859389893e-04,0.788802592412
61.035156250000,180.000000,0.774763615694,0.775092751370,-4.246403739142e-04,0.788802592412
61.035156250000,210.000000,0.775195084237,0.775092751370,1.320266076088e-04,0.788802592412
61.035156250000,240.000000,0.774710724673,0.775092751370,-4.928786857654e-04,0.788802592412
61.035156250000,270.000000,0.774645034439,0.775092751370,-5.776301358145e-04,0.788802592412
61.035156250000,300.000000,0.774710724673,0.775092751370,-4.928786857654e-04,0.788802592412
61.035156250000,330.000000,0.775195084237,0.775092751370,1.320266076093e-04,0.788802592412
71.207682291667,0.000000,0.780621718239,0.780821231184,-2.555168038417e-04,0.795531989764
71.207682291667,30.000000,0.781128635079,0.780821231184,3.936930533036e-04,0.795531989764
71.207682291667,60.000000,0.781038631784,0.780821231184,2.784255740882e-04,0.795531989764
71.207682291667,90.000000,0.781447101620,0.780821231184,8.015540694465e-04,0.795531989764
71.207682291667,120.000000,0.781038631784,0.780821231184,2.784255740882e-04,0.795531989764
71.207682291667,150.000000,0.781128635079,0.780821231184,3.936930533036e-04,0.795531989764
71.207682291667,180.000000,0.780621718239,0.780821231184,-2.555168038415e-04,0.795531989764
71.207682291667,210.000000,0.780798121010,0.780821231184,-2.959726705378e-05,0.795531989764
71.207682291667,240.000000,0.780291943449,0.780821231184,-6.778603277308e-04,0.795531989764
71.207682291667,270.000000,0.780649573472,0.780821231184,-2.198425269754e-04,0.795531989764
71.207682291667,300.000000,0.780291943449,0.780821231184,-6.778603277308e-04,0.795531989764
71.207682291667,330.000000,0.780798121010,0.780821231184,-2.959726705364e-05,0.795531989764
81.380208333333,0.000000,0.785119646413,0.785370198491,-3.190241732335e-04,0.801385337164
81.380208333333,30.000000,0.785570845765,0.785370198491,2.554811397932e-04,0.801385337164
81.380208333333,60.000000,0.785539053175,0.785370198491,2.150001156417e-04,0.801385337164
81.380208333333,90.000000,0.786238794762,0.785370198491,1.105970499809e-03,0.801385337164
81.380208333333,120.000000,0.785539053175,0.785370198491,2.150001156417e-04,0.801385337164
81.380208333333,150.000000,0.785570845765,0.785370198491,2.554811397932e-04,0.801385337164
81.380208333333,180.000000,0.785119646413,0.785370198491,-3.190241732335e-04,0.801385337164
