frequency_hz,azimuth_deg,attenuation_db_per_mm,beta_rad_per_m,phase_velocity_fraction_c,amplitude_residual_rms,phase_residual_rms_rad,complex_residual_rms,bannister_attenuation_db_per_mm,bannister_phase_velocity_fraction_c
50.8626302083,0,1.01423780206,1.38339235606e-06,0.770570907514,0.00265976158633,0.00200002127586,0.00332607734116,1.04971343976,0.780880649359
61.03515625,0,1.20368614037,1.64258170568e-06,0.778775435938,0.00104613514832,0.00230337486941,0.00253018094172,1.24068118385,0.788802592412
71.2076822917,0,1.38801167222,1.89939634572e-06,0.785724721395,0.00214449219452,0.0011318891069,0.00242572037518,1.42930087024,0.795531989764
81.3802083333,0,1.56825182288,2.15430863941e-06,0.791717126323,0.0007090100816,0.00223164331434,0.00234132112621,1.6159621862,0.801385337164
91.552734375,0,1.74235697508,2.40814167812e-06,0.796798395747,0.00122362508105,0.00158476460017,0.00200196470929,1.80094920858,0.806567416068
101.725260417,0,1.91822765775,2.66108382355e-06,0.801178748163,0.000786837951495,0.00102413203071,0.00129139313846,1.98447766524,0.811218439767
111.897786458,0,2.09651246277,2.91278394942e-06,0.805141825787,0.000905788164458,0.000603381932677,0.00108847053612,2.16671660863,0.815438670079
122.0703125,0,2.27289925862,3.1627152954e-06,0.808926611741,0.000459153761095,0.00143113730364,0.00150306043316,2.34780185858,0.819302308791
132.242838542,0,2.44019588336,3.41222883677e-06,0.812256469612,0.000366300688693,0.000928253932897,0.000997943435588,2.52784477021,0.822865826849
142.415364583,0,2.61317101008,3.66170956214e-06,0.815139835221,0.000475882041367,0.000746076279212,0.000884921318876,2.70693818925,0.826173208048
152.587890625,0,2.7909574431,3.90995589697e-06,0.81791349929,0.000599992792083,0.000564394919873,0.000823579943343,2.88516063429,0.829259385378
162.760416667,0,2.96677118167,4.15685829308e-06,0.820621211961,0.000736650382137,0.000632404485145,0.000970917298936,3.06257931757,0.832152569967
172.932942708,0,3.13588188356,4.40340146754e-06,0.823092442918,0.000362206881881,0.00201290476766,0.00204524184915,3.23925237921,0.834875875287
