frequency_hz,azimuth_deg,attenuation_db_per_mm,beta_rad_per_m,phase_velocity_fraction_c,amplitude_residual_rms,phase_residual_rms_rad,complex_residual_rms,bannister_attenuation_db_per_mm,bannister_phase_velocity_fraction_c
50.8626302083,0,1.01402475259,1.38447202427e-06,0.769969984637,0.00272231504163,0.0020804225006,0.00342354283672,1.04971343976,0.780880649359
61.03515625,0,1.20335455304,1.64435504826e-06,0.777935571309,0.0016575041541,0.00232702897431,0.0028579933133,1.24068118385,0.788802592412
71.2076822917,0,1.38814703178,1.90229333842e-06,0.784528145274,0.00180488120374,0.00148980962431,0.00234058508923,1.42930087024,0.795531989764
81.3802083333,0,1.570517013,2.15853928985e-06,0.790165392508,0.00162450594958,0.00267974419409,0.00313351176441,1.6159621862,0.801385337164
91.552734375,0,1.74643778492,2.41401162314e-06,0.794860889429,0.00204851891216,0.00214571841752,0.00296730895257,1.80094920858,0.806567416068
101.725260417,0,1.92497517867,2.66900153131e-06,0.798802016973,0.00123462197081,0.000952799112193,0.00155930338345,1.98447766524,0.811218439767
111.897786458,0,2.10624471846,2.9231948097e-06,0.802274340178,0.00251789606999,0.00159753950228,0.0029842527788,2.16671660863,0.815438670079
122.0703125,0,2.28754603989,3.17612782091e-06,0.805510581461,0.00301045525104,0.00280456755698,0.00411818603692,2.34780185858,0.819302308791
132.242838542,0,2.46070765142,3.42897728283e-06,0.808289096093,0.00334671316119,0.00288840454053,0.00442417268629,2.52784477021,0.822865826849
142.415364583,0,2.63956487598,3.68234924818e-06,0.810570950212,0.00411935654907,0.00367453169991,0.00552665336186,2.70693818925,0.826173208048
152.587890625,0,2.82454040348,3.93514972382e-06,0.812677009571,0.00441316626998,0.00403047731542,0.00598575850763,2.88516063429,0.829259385378
162.760416667,0,3.0099053802,4.18714718857e-06,0.814685019846,0.0048329080104,0.00449595778925,0.00661623685988,3.06257931757,0.832152569967
172.932942708,0,3.18841108874,4.43928314358e-06,0.816439581311,0.00600604964847,0.00714598922417,0.0093573030996,3.23925237921,0.834875875287
183.10546875,0,3.37155216366,4.69243199164e-06,0.817828976223,0.00711752601864,0.00830955052741,0.0109619476719,3.41523057435,0.837448478134
